title,year,rated,runtime,genre,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes,imdb_id,metascore
Badshahi Angti,2014,Not Rated,109 min,"Adventure, Mystery, Thriller",Sandip Ray,"Sandip Ray, Satyajit Ray","Abir Chatterjee, Sourav Das, Paran Banerjee","Feluda and his cousin Topshe goes to Lucknow with Topshe's father to spend the Puja vacation. They arrived at the house of Dhirendra Kumar Sanyal, a friend of Topshe's father. That evening Dr. Shrivastav also came to Dhirendra Kumar Sanyal and tells him about last night, a thief tried to steal his 'Ring of Aurangzeb' (The Emperor's Ring) which was given to him by Pyarilaal Seth. After the incident Dr. Shrivastav has been afraid and asks Dhirendra Kumar Sanyal to keep the ring safe. Dhirendra Kumar Sanyal agreed and keeps the ring to his home. But someday the ring goes missing from there. Then Feluda and Topshe started investigation for the culprit. Meanwhile, Feluda meets an interesting person in doctor's neighborhood, Mr. Bonobihari Sarkar. Bonobihari babu has ferocious and poisonous creatures like crocodile, African tiger, hyena, rattlesnake, scorpion and black widow spider in his own home. Feluda also meets Mahavir, late Pyarilal's son and a film actor who believes a foul play behind his father's death. Later, it is found that the ring was already taken by Feluda himself to keep it safe from miscreants. They traveled to Lakshman Jhula Temple, Haridwar. Bonbihari was the mastermind behind burglary who earlier unsuccessfully tried to take it from Pyarilal. In one such attempt, Pyarilal died. He also tries to take it from Feluda. He traps Feluda and Topshe in a long cabin with a rattle snake for company, but Feluda with his skill, intelligence and bravery, keeps the ring safe and nabs Bonobihari and his assistant, Ganesh Guha.",Bengali,India,N/A,6.6,"1,159",tt4265964,N/A
Premasathi Coming Suun,2014,N/A,135 min,"Comedy, Drama, Romance",Ankur Kakatkar,"Chinmay Kulkarni, Ved Prakash","Jitendra Joshi, Suhas Joshi, Addinath Kothare","Adinath Kothare as Aditya and Neha Pendse as Antara a young Couple. Aditya(Adinath Kothare) loves Antara(Neha Pendse) a lot. A morning comes where Aditya(Adinath Kothare) wakes to find that Antara(Neha Pendse) had gone. Here begins his journey as he tries to unravel why his woman left him on the morning after his wedding? As he tries to fulfill the promise he makes to his grandmother that he will bring her back!. When he comes to know the reasons behind Antara(Neha Pendse) being disappear he get shocked!!! What is the suspense behind Antara's disappearance? Who is cheating Aditya? Does Antara really love Aditya? Why Gangsters are behind Aditya? Follow their hilarious journey as they find their way to that bike on her wedding day and see how they deal with the mobster's who stand between them, to know, if true love can overcome greed and still create a 'happily ever after'.",Marathi,India,N/A,N/A,10,tt4265992,N/A
Wiedersehen mit Brundibar,2014,N/A,88 min,Documentary,Douglas Wolfsperger,Douglas Wolfsperger,N/A,"A youth theatre group in Berlin prepares to play ""Brundibar"", an opera the Nazis premiered with the children of Theresienstadt concentration camp.",German,"Germany, Czech Republic",N/A,N/A,9,tt4266030,N/A
He Who Has It All,2015,N/A,1 min,"Short, Drama",Danny Chan,Danny Chan,"Lauren Nichol Dalton, Eva-Marie Kung, Harvey Newton-Haydon","A short film about James (Harvey Newton-Haydon) , a young man that on the surface has the perfect life: good looks, money, a budding career and a beautiful girlfriend (Samara Weaving). But behind closed doors, he struggles to deal with his deteriorating state of mind. As James starts to achieve everything he wanted professionally and socially, he sinks deeper and deeper into his depression",English,United Kingdom,N/A,N/A,12,tt4266050,N/A
Broken Up,2008,N/A,8 min,"Short, Drama",Keven Jones,N/A,"Hayley Horbatowska, Stephen Samson",A couple have a public break up at a coffee house.,English,UK,N/A,8.3,22,tt4266074,N/A
The Night Eats the World,2018,TV-14,93 min,"Drama, Horror, Thriller",Dominique Rocher,"Jérémie Guez, Guillaume Lemans, Martin Page","Anders Danielsen Lie, Golshifteh Farahani, Denis Lavant","After waking up in an apartment where only the night before a party was raging, Sam is forced to come to grips with reality: He is now alone and the living dead have invaded the streets of Paris. Petrified with fear, Sam is going to have to barricade himself inside the building and organize his survival. But is he really the sole survivor?","Norwegian, English, French",France,1 win & 5 nominations total,6.0,"18,410",tt4266076,50
Ben: The Movie,2016,N/A,40 min,"Short, Comedy, Horror",Seb Brady,N/A,"Ben Hessler, Ethan G., Jayden, Josh Rockwell","When a Boy with some serious issues strangely shows up at Sebs house(Seb Brady) and traps him without letting him escape Seb has no choice but to call his good, loyal, but evil and temperate friend Ethan(Ethan Groeiner) to help him get rid of the evil within BEN.",English,USA,N/A,N/A,N/A,tt4266102,N/A
The Majdanek Gas Chamber Myth,2014,Not Rated,82 min,"Documentary, History",Eric Hunt,Eric Hunt,"Lauren Deschner, Eric Hunt, David McCalden, Irene Zisblatt","""2 million people were murdered in the Majdanek camp of Nazi Germany."" This original death toll precipitously dropped over the decades, and currently stands at 78,000. 5 of the 7 originally claimed ""gas chambers"" have been abandoned by the local Museum. This film explains the reasons for these drastic revisions, and proves that the current claims are still fraught with lies and exaggerations.",English,USA,N/A,6.0,44,tt4266104,N/A
Ben and James Versus the Arabian Desert,2013–,N/A,N/A,N/A,N/A,N/A,"Matthew Gravelle, Ben Fogle, James Cracknell","Adventurer Ben Fogle and former British Olympian James Cracknell embark on their greatest challenge yet - to be the first Westerners to cross the Empty Quarter of the Arabian Desert alone and unguided. This is an area larger than France, Belgium and Holland combined, with mountains of sand as high as the Eiffel tower, where temperatures can reach 40 degrees Celsius. But with only the stars and the shifting patterns of the dunes for navigation, occasional oases for supplies and each other for company, how will these two intrepid adventurers cope?",English,United Kingdom,N/A,N/A,7,tt4266116,N/A
Lee Mack Live: Hit the Road Mack,2014,N/A,63 min,Comedy,Paul Wheeler,"Lee Mack, Neil Webster (additional material)","Lee Mack, Mike Gunn","Lee Mack, star of BBC comedy shows 'Not Going Out' and 'Would I Lie To You?', delivers his high-energy banter and sharp one-liners to the audience of the London Hammersmith Apollo, filmed over seven nights of shows.",English,UK,N/A,6.8,70,tt4266120,N/A
Still Game: Live in Glasgow,2014,N/A,N/A,Comedy,N/A,N/A,N/A,"Still Game returns after 7 years but now experiance the tv show as you never have before! On stage! Sold out at the Glasgow Hydro, you are in for a treat with this live stage performance from the whole gang!",N/A,N/A,1 nomination.,7.6,198,tt4266130,N/A
Yeni Kiracilar,1998,N/A,N/A,"Comedy, Family",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt4266132,N/A
Koltuk Savasi,1998,N/A,N/A,"Comedy, Family",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt4266134,N/A
Rocket Cash,2011,N/A,5 min,Animation,Peder Pedersen,N/A,N/A,"Action packed adventure in LEGO City. This short form content is language independent with simple, funny, classic, global appeal",N/A,N/A,N/A,5.2,14,tt4266140,N/A
Money Tree,2012,N/A,5 min,N/A,Peder Pedersen,N/A,N/A,"Action packed adventure in LEGO City. This short form content is language independent with simple, funny, classic, global appeal",N/A,N/A,N/A,N/A,N/A,tt4266142,N/A
Hot Chase,2011,N/A,5 min,N/A,Peder Pedersen,N/A,N/A,"Action packed adventure in LEGO City. This short form content is language independent with simple, funny, classic, global appeal",N/A,N/A,N/A,N/A,N/A,tt4266148,N/A
All,2013,N/A,2 min,N/A,N/A,N/A,N/A,"Action packed adventure in LEGO City. This short form content is language independent with simple, funny, classic, global appeal",N/A,N/A,N/A,N/A,N/A,tt4266150,N/A
Train,2014,N/A,2 min,Animation,N/A,N/A,N/A,"Action packed adventure in LEGO City. This short form content is language independent with simple, funny, classic, global appeal",N/A,N/A,N/A,N/A,N/A,tt4266152,N/A
Hybrid Child,2014,N/A,25 min,"Animation, Fantasy, Romance",N/A,N/A,Yoshitsugu Matsuoka,"The Hybrid Child is an amazing android that can grow if it is lavished with enough love and care from its owner. Neither fully machine nor fully human, the various Hybrid Child models develop strong emotional bonds with their owners. This volume contains several short stories of love, sacrifice, and drama: Young Kotaro learns the importance of responsibility when his Hybrid Child's lifespan runs out. The tragic swordsman Seya learns to love again with the help of his Hybrid child, Yuzu. The final tale tells the story of Kuroda, the creator of the Hybrid Child designs, and how his lost love inspired their creation.",Japanese,Japan,N/A,7.2,542,tt4266154,N/A
Crooks Everywhere,2011,N/A,4 min,N/A,Peder Pedersen,N/A,N/A,"Action packed adventure in LEGO City. This short form content is language independent with simple, funny, classic, global appeal",N/A,N/A,N/A,N/A,N/A,tt4266156,N/A
Yaprak Sarma,1998,N/A,N/A,"Comedy, Family",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt4266158,N/A
Museum Heist,2013,N/A,2 min,N/A,N/A,N/A,N/A,"Action packed adventure in LEGO City. This short form content is language independent with simple, funny, classic, global appeal",N/A,N/A,N/A,N/A,N/A,tt4266160,N/A
Cash Splash,2011,N/A,5 min,N/A,Peder Pedersen,N/A,N/A,"Action packed adventure in LEGO City. This short form content is language independent with simple, funny, classic, global appeal",N/A,N/A,N/A,N/A,N/A,tt4266162,N/A
Catch the Crooks,2014,N/A,2 min,N/A,N/A,N/A,N/A,"Action packed adventure in LEGO City. This short form content is language independent with simple, funny, classic, global appeal",N/A,N/A,N/A,N/A,N/A,tt4266164,N/A
Cekic Sesleri,1998,N/A,N/A,"Comedy, Family",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt4266168,N/A
Yarali Kus,1998,N/A,N/A,"Comedy, Family",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt4266172,N/A
Gold Run,2012,N/A,5 min,N/A,Peder Pedersen,N/A,N/A,"Action packed adventure in LEGO City. This short form content is language independent with simple, funny, classic, global appeal",N/A,N/A,N/A,N/A,N/A,tt4266176,N/A
Ters Vurus,1998,N/A,N/A,"Comedy, Family",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt4266184,N/A
Zorlu Gorev,1998,N/A,N/A,"Comedy, Family",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt4266190,N/A
Kavga Bitti,1998,N/A,N/A,"Comedy, Family",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt4266198,N/A
Mutluluk Gunleri,1998,N/A,N/A,"Comedy, Family",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt4266202,N/A
Babam Sikisik,1998,N/A,N/A,"Comedy, Family",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt4266204,N/A
Dumani Ustunde,1998,N/A,N/A,"Comedy, Family",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt4266208,N/A
Gece Nobeti,1998,N/A,N/A,"Comedy, Family",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt4266210,N/A
Bolu Cikarmasi,1999,N/A,N/A,"Comedy, Family",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt4266216,N/A
Sapik Ideoloji,1999,N/A,N/A,"Comedy, Family",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt4266220,N/A
Sandiktan Cikma,1999,N/A,N/A,"Comedy, Family",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt4266222,N/A
Bati Cephesi,1999,N/A,N/A,"Comedy, Family",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt4266226,N/A
O Simdi Asker,1999,N/A,N/A,"Comedy, Family",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt4266228,N/A
Son Halka,1999,N/A,N/A,"Comedy, Family",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt4266246,N/A
18 Nisan,1999,N/A,N/A,"Comedy, Family",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt4266268,N/A
Sakal Trasi,1999,N/A,N/A,"Comedy, Family",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt4266272,N/A
Kirik Kalpler,1999,N/A,N/A,"Comedy, Family",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt4266274,N/A
Yo #Tus & Do It #Claydee Ft. Ruby Double Challenge,2014,N/A,N/A,"Comedy, Family, Music",Leonard Thimo,"Popi Kavoy (developed by), Leonard Thimo (developed by)","Christine, Spyros o Gavros, Popi Kavoy, Konstandina",N/A,N/A,N/A,N/A,N/A,N/A,tt4266276,N/A
Iktidar Boslugu,1999,N/A,N/A,"Comedy, Family",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt4266278,N/A
Kotu Haber,1999,N/A,N/A,"Comedy, Family",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt4266282,N/A
Amerika Bunalimi,1999,N/A,N/A,"Comedy, Family",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt4266284,N/A
Orta Oyunu,1999,N/A,N/A,"Comedy, Family",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt4266288,N/A
Yaz Kokulari,1999,N/A,N/A,"Comedy, Family",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt4266292,N/A
Kova Burcu,1999,N/A,N/A,"Comedy, Family",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt4266298,N/A
"Yes, We Fuck!",2015,N/A,54 min,Documentary,"Antonio Centeno, Raúl de la Morena","Antonio Centeno, Raúl de la Morena",N/A,"A documentary that addresses sexuality in people with functional diversity through six real stories which show that sex belongs to everybody. It explores not only what sexuality can do for the people with disabilities, but what functional diversity may contribute to human sexuality. It breaks the pairing dependence-infantilization using explicit images that portray disabled people as sexual and sexed beings and as desiring and desirable bodies.","Spanish, Catalan, English",Spain,N/A,7.5,98,tt4266300,N/A
Episode #11.28,1999,N/A,N/A,"Comedy, Family",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt4266302,N/A
Fili Fili #Amalia Challenge,2014,N/A,N/A,"Comedy, Family, Music",Leonard Thimo,"Popi Kavoy (developed by), Leonard Thimo (developed by)","Popi Kavoy, Leonard Thimo",N/A,N/A,N/A,N/A,N/A,N/A,tt4266316,N/A
Parched,2014,N/A,23 min,"Short, Comedy, Horror","Miguel Ángel Rodriguez, Alex Saveliev",Alex Saveliev,"Sophie Tilson, Danielle Jane Darling, Carl Bryan","Parched: Lost in the Desert, Hungry for Friendship. A freshly-bitten zombie gets stranded in the desert. Unaware of the zombie apocalypse, two girls get lost on the way to Coachella. Their paths cross in the most unexpected ways. Samuel Beckett meets Jim Jarmusch... but with zombies.",English,United States,N/A,5.6,12,tt4266352,N/A
Share,2015,N/A,13 min,"Short, Drama",Pippa Bianco,Pippa Bianco,"Taissa Farmiga, Keir Gilchrist, Andre Royo",A 15-year-old girl returns to school after an explicit video of her goes viral.,English,United States,3 wins & 3 nominations,6.2,220,tt4266370,N/A
Taxidi stin Vroxi #Eleftheriou Challenge,2014,N/A,N/A,"Comedy, Family, Music",Leonard Thimo,"Popi Kavoy (developed by), Leonard Thimo (developed by)","Spyros o Gavros, Popi Kavoy, Hlianna Lili, Tony Meramveliotakis",N/A,N/A,N/A,N/A,N/A,N/A,tt4266376,N/A
Tiflisi,2014–2015,TV-MA,N/A,"Action, History, Thriller",N/A,Levan Dabrundashvili,"Kakha Kintsurashvili, Joseph Khvedelidze, Jano Izoria",The history of Georgia in the nineteenth century.,Georgian,Georgia,N/A,9.1,"2,549",tt4266402,N/A
Rage Killers,2014,TV-14,44 min,"Documentary, Crime",N/A,N/A,"James Achille, Aaron Dalla Villa, Danny Garcia","Anything can set off a rage killer. Gerald Stano craved the company of women but lashed out when he felt he was being mocked. When Robert Lopez found a girlfriend, he flipped a switch between obsessive love and blind rage.",N/A,N/A,N/A,N/A,8,tt4266410,N/A
Nice to Metria,2014,TV-14,44 min,Reality-TV,N/A,Scott Dunlop,"NeNe Leakes, Kandi Burruss, Cynthia Bailey","Back in Atlanta after a trip down the memory runway, Cynthia dives right back into work and is eager to begin collaborating with Demetria McKinney, an actress/singer who's ready to take her music career to the next level. NeNe arr...",N/A,N/A,N/A,N/A,11,tt4266428,N/A
Capture the Fishmobile,2014,TV-Y,27 min,"Animation, Adventure, Comedy",N/A,"Chris Kratt, Martin Kratt","Chris Kratt, Martin Kratt","When Aviva unveils her new Fishmobile invention, designed to keep up with the rapid, precise movements of schooling fish, Chris and Martin challenge the gang to a brand new creature game.",N/A,N/A,N/A,N/A,9,tt4266476,N/A
Savvato Eklapsa gia Sena #Ploutarhos Challenge,2014,N/A,N/A,"Comedy, Family, Music",Leonard Thimo,"Popi Kavoy (developed by), Leonard Thimo (developed by)","Popi Kavoy, Antonis Remos, Leonard Thimo, Katerina Vandikia",N/A,N/A,N/A,N/A,N/A,N/A,tt4266532,N/A
Mario Barth - Die neue Weltrekord-Show,2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt4266564,N/A
Shaolin Wuzang,2006–,N/A,N/A,Animation,N/A,N/A,Holly Gauthier-Frankel,"Set in Ancient China, three teenagers are admitted into the most prestigious school of kung fu: the Temple of Shaolin. But they don't know that they are the reincarnation of three Shaolin monks who a thousand years earlier gave their life to neutralize the worst demon. This demon is back now and our three heroes will have to destroy it while initiating themselves with the art of kung fu.",N/A,"France, China",N/A,8.0,80,tt4266572,N/A
Detlef muss reisen,2014–,N/A,N/A,N/A,N/A,N/A,"Detlef Steves, Daniel Waßmann",N/A,German,Germany,N/A,N/A,10,tt4266626,N/A
