title,year,rated,runtime,genre,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes,imdb_id,metascore
Herdy Gerdy,2002,E,N/A,Action,N/A,N/A,N/A,N/A,English,UK,N/A,6.0,10,tt2013229,N/A
Hobo with a Shotgun,2007,N/A,2 min,"Short, Action, Thriller",Jason Eisener,"Rob Cotterill, John Davies, Jason Eisener","David Brunt, Michael Jackson, Glen Matthews","Incorporated into Quentin Tarantino and Robert Rodriguez's double-feature, Grindhouse (2007), Jason Eisener's ""Hobo with a Shotgun"" is the fifth and final fake trailer. Available at selected theatres in the United States and Canada, Eisener's segment follows a ragged vagabond-turned-vigilante, who, with his high-power, 20-gauge shotgun rids the streets of the scum of the Earth. Who dares to stand in the way of a hobo with a shotgun?",English,Canada,N/A,6.8,"1,072",tt2013230,N/A
Hopfensommer,2011,N/A,89 min,Drama,Christian Wagner,"Hermann Kirchmann, Ulrike Stephan","Elmar Wepper, Gaby Dohm, Fritz Karl","Karl Singhammer left his Bavarian home village and future as hop farm heir for a Munich brewery executive job after a biter row with his father Joseph 'Sepp', who blindly blamed the then knave for 'failing to prevent' his careless...",German,Germany,N/A,5.2,44,tt2013232,N/A
Hotaru the Movie: It's Only a Little Light in My Life,2012,N/A,109 min,"Drama, Romance",Hiroshi Yoshino,Satoru Hiura,"Haruka Ayase, Naohito Fujiki, Yûya Tegoshi","When Hotaru and Seiichi decide to combine their wedding with his business trip to Rome it sounds like a romantic and fun time for both, but things begin to go awry even before their land. What does one expect to find in Rome? Why, pasta, outdoor cafes, wine, historic sites and, well, a few surprises in this case.",Japanese,Japan,N/A,5.7,325,tt2013233,N/A
I Love You Like Crazy,2011,N/A,22 min,"Short, Comedy, Drama",Tess Sweet,Tess Sweet,"Valorie Curry, D'Mitch Davis, Bryan T. Donovan","Dan is crazy. He's schizophrenic, he has delusions that he's a rock star, and he's haunted by the voice of a controlling band manager who doesn't actually exist. When he gets thrown in the psych ward again, he meets Melody, a feisty punk girl who teaches him how to love. Like crazy.",English,United States,N/A,7.2,17,tt2013234,N/A
Il était une fois l'huile,2010,N/A,15 min,"Animation, Short, Comedy",Vincent Paronnaud,"Frédéric Felder, Lyonel Mathieu, Vincent Paronnaud","Raphaël Lamarque, Fily Keita, Denis Vautrin",N/A,French,France,N/A,7.0,21,tt2013236,N/A
La Run,2011,N/A,104 min,Drama,Demian Fuica,"Demian Fuica, Leonardo Fuica, Martin Poirier","Jason Roy-Léveillé, Marc Beaupré, Pierre-Luc Brillant","Guillaume is a good young man. He has never taken hard drugs in his life, doesn't plan on trying, and has a honest job. Everything goes chaotic when he witnesses his father's attempted suicide, over a heavy gambling debt. In order to pay out his father's debt in a record time, Guillaume follows his best friend, Manu, in the difficult world of drug dealing.",French,Canada,4 nominations,6.6,180,tt2013243,N/A
Mahjong Titans,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,English,USA,N/A,N/A,N/A,tt2013245,N/A
Mlýn,2011,N/A,16 min,"Short, Drama",Robert Hloz,N/A,"Dalimil Klapka, Norbert Lichý","The village priest wants no secrets among his sheep. When he is forced to undergo his own confession, no one shows great mercy.",Czech,Czech Republic,N/A,8.0,6,tt2013248,N/A
Plötzlich fett,2011,N/A,89 min,Comedy,Holger Haase,Sarah Schnier,"Diana Amft, Michou Friesz, Sigrid Spörk","In this body switch comedy a fitness coach is becoming fat over night, while the overweight girl he was making fun of, wakes up with a slim body.",German,"Germany, Austria",N/A,4.6,128,tt2013256,N/A
Pulsión,2005,N/A,20 min,"Short, Drama",Álvaro García Gutiérrez,Álvaro García Gutiérrez,"Ana Luisa Pérez de la Osa, Pedro Morales, Óscar San Martín",N/A,Spanish,Spain,N/A,N/A,N/A,tt2013261,N/A
Purble Place,2007,N/A,N/A,Family,N/A,N/A,N/A,N/A,English,USA,N/A,N/A,N/A,tt2013262,N/A
Strawberry Shortcake: Growing Up Dreams,2011,TV-Y,N/A,"Animation, Short",Gabriel Giammaria,N/A,"Sarah Heinke, DeJare Barfield, Aria Capria, Andrew Peter Dayton",N/A,English,USA,N/A,N/A,N/A,tt2013271,N/A
Suppietij,1991,N/A,12 min,"Short, Comedy",Antonio Rezza,"Flavia Mastrella, Antonio Rezza",Antonio Rezza,"Divided in two parts: Debhorah: Using an auto-timer and edited in the video camera, it describes selfishness and one-sided relationships. The only person who listens to everyone else's problems ends up killing herself before the e...",Italian,Italy,N/A,N/A,6,tt2013272,N/A
The Brown Bookstore,2011,N/A,N/A,Comedy,"Mitchell Altieri, Phil Flores","Mitchell Altieri, Samuel Child, Phil Flores","Katharine Brandt, Samuel Child, Ilana Cohn","In the heart of an Ivy League institution, three naive transplants from rural Kansas find themselves working at the prestigious Brown University Bookstore. In the pilot, they attempt to hire a new cash register operator.",English,United States,N/A,1.0,8,tt2013278,N/A
The Guerilla Picture Show,2013,N/A,82 min,Comedy,Chris Scheuerman,Jennifer Barr,"Rocky Anderson, David Angelski, Jennifer Barr","Two crude humored out of work actresses make a film for seven thousand dollars. With limited funds, they hire Jay and Randy, two guys who specialize in porn and the rest of the cast and crew off of Craig's list. Things go downhill quickly: Cast and crew drinking and doing drugs on the set, running out of food and finally money, shelving the film for good. To finish the film, Randy offers the girls' roles in his porn films. Balking, the girls finish the film the 'Canadian' way, culminating in a 'World Premiere' but will they get distribution?",English,Canada,1 win,7.0,17,tt2013281,N/A
Transcendent Man: Live with Ray Kurzweil,2011,N/A,120 min,Documentary,David Stern,"Felicia Ptolemy, Robert Barry Ptolemy","Deepak Chopra, Alan Colmes, Al Gore",N/A,English,United States,N/A,6.6,22,tt2013290,N/A
Unmasking Zorro,2001,N/A,45 min,Documentary,Laurent Bouzereau,Laurent Bouzereau,"Sandra Curtis, John Gertz, Laurie MacDonald, Walter F. Parkes","A behind-the-scenes look at the making of the film The Mask of Zorro (1998), including a brief history of the iconic character.",English,USA,N/A,8.1,16,tt2013292,N/A
The Wind Rises,2013,PG-13,126 min,"Animation, Biography, Drama",Hayao Miyazaki,Hayao Miyazaki,"Hideaki Anno, Hidetoshi Nishijima, Miori Takimoto","Jiro dreams of flying and designing beautiful airplanes, inspired by the famous Italian aeronautical designer Caproni. Nearsighted from a young age and unable to be a pilot, Jiro joins a major Japanese engineering company in 1927 and becomes one of the world's most innovative and accomplished airplane designers. The film chronicles much of his life, depicting key historical events, including the Great Kanto Earthquake of 1923, the Great Depression, the tuberculosis epidemic and Japan's plunge into war. Jiro meets and falls in love with Nahoko, and grows and cherishes his friendship with his colleague Honjo.","Japanese, German, Italian, French",Japan,Nominated for 1 Oscar. 26 wins & 54 nominations total,7.8,"108,288",tt2013293,83
Honey PuPu,2011,N/A,102 min,"Comedy, Drama, Romance",Hung-i Chen,"Hung-i Chen, Fu-ching Lin, Monica &amp; Shaballe","Yile Chang, Hsiuchin Chi, Prince Chiu","Overwhelmed by loss after her boyfriend mysteriously vanishes, overnight radio DJ, Vicky (Tseng Peiyu), drifts through her life like it's a dream, fixated on stories of the missing and the lost-stories she shares with her audience between moody selections of classical music. Stories like: ""On Earth, a lot of bees have disappeared. The strange thing is we can't find the bodies of the dead bees, not even one."" As she attempts to solve the mystery of her boyfriend's disappearance, she stumbles across an online community where her boyfriend, going by the handle ""Dog,"" was a regular participant. The site is a digital sanctuary where users contribute lyrical evidence about all the things that have gone missing, from buildings to people. The conspiracy theory that binds them together is the belief that all these missing objects are slipping over into a parallel world.",Mandarin,Taiwan,3 wins & 3 nominations,5.4,110,tt2013298,N/A
Ushijima the Loan Shark,2012,N/A,131 min,"Crime, Drama",Masatoshi Yamaguchi,"Shôhei Manabe, Masatoshi Yamaguchi, Masahiro Fukuma","Win Morisaki, Takayuki Yamada, Hayato Ichihara","Mirai Suzuki (Yuko Oshima) becomes responsible for her mother's debt which is owed to loan shark Kaoru Ushijima (Takayuki Yamada). To begin paying off her mother's debt, Mirai begins working at a dating cafe. Meanwhile, Jun (Kento Hayashi) is the ambitious and greedy company president for an event group. To borrow money, Jun visits Kaukau Finance owned by Kaoru Ushijima.",Japanese,Japan,N/A,6.2,245,tt2013299,N/A
City Life,1998,N/A,N/A,N/A,Phil Grabsky,"Phil Grabsky, Terry Jones",Terry Jones,"Ancient Inventions looks at of city life developments in the ancient world including skyscrapers, aqueducts, concrete, entertainment, movable type printing, and restaurants.",N/A,N/A,N/A,7.8,6,tt2013311,N/A
Sex and Love,1998,N/A,49 min,"Documentary, History",Daniel Percival,"Terry Jones, Daniel Percival, David Souden",Terry Jones,"Ancient Inventions look at the history of kissing, erotic art, make-up, wigs, beauty parlors, the tooth brush, perfume, the gymnasium, and contraception.",English,N/A,N/A,7.3,32,tt2013312,N/A
War and Conflict,1998,N/A,N/A,N/A,Daniel Percival,"Terry Jones, Daniel Percival",Terry Jones,"Ancient Inventions look at the development of the weapons in the ancient world including the boomerang, bow and arrow, armor, tank, Greek fire, and gunpowder.",N/A,N/A,N/A,8.3,6,tt2013313,N/A
Alice,2011,N/A,19 min,Comedy,Kyle Kallgren,Kyle Kallgren,"Kyle Kallgren, Michael Bennett",N/A,N/A,N/A,N/A,N/A,N/A,tt2013337,N/A
Exterminating Angels,2011,N/A,22 min,Comedy,Kyle Kallgren,Kyle Kallgren,"Kyle Kallgren, Allison Pregler",N/A,N/A,N/A,N/A,N/A,N/A,tt2013338,N/A
Gerry,2011,N/A,26 min,Comedy,Kyle Kallgren,Kyle Kallgren,"Kyle Kallgren, Allison Pregler, Derek Hauk, Jerrica Benton","Oancitizen pays his respects to Gus Van Sant by taking a look at his tedious film, Gerry. He manages to maintain sanity during this monotonous odyssey by singing show-tunes and squeezing out humor wherever possible.",N/A,N/A,N/A,N/A,N/A,tt2013339,N/A
Pinocchio,2011,N/A,25 min,Comedy,Kyle Kallgren,Kyle Kallgren,Kyle Kallgren,N/A,N/A,N/A,N/A,N/A,N/A,tt2013342,N/A
Sweet Movie,2011,N/A,22 min,Comedy,Kyle Kallgren,Kyle Kallgren,"Kyle Kallgren, Hope Chapman, Lindsay Ellis, Nikolas Freeman",N/A,N/A,N/A,N/A,N/A,N/A,tt2013343,N/A
The Brown Bunny,2011,N/A,19 min,Comedy,Kyle Kallgren,Kyle Kallgren,Kyle Kallgren,N/A,N/A,N/A,N/A,N/A,N/A,tt2013344,N/A
The Doom Generation,2011,N/A,22 min,Comedy,Kyle Kallgren,"Ven Gethenian, Kyle Kallgren","Kyle Kallgren, Lewis Lovhaug",N/A,N/A,N/A,N/A,N/A,N/A,tt2013345,N/A
The Man Who Fell to Earth,2011,N/A,20 min,Comedy,Kyle Kallgren,Kyle Kallgren,"Kyle Kallgren, Allison Pregler, Todd Nathanson, Justin Carmical",N/A,N/A,N/A,N/A,N/A,N/A,tt2013346,N/A
Twilight of the Ice Nymphs,2011,N/A,21 min,Comedy,Kyle Kallgren,Kyle Kallgren,Kyle Kallgren,N/A,N/A,N/A,N/A,N/A,N/A,tt2013347,N/A
Zardoz,2011,N/A,27 min,Comedy,Kyle Kallgren,Kyle Kallgren,Kyle Kallgren,N/A,N/A,N/A,N/A,N/A,N/A,tt2013349,N/A
Indelible,2011,TV-14,44 min,"Action, Crime, Drama",Frederick E.O. Toye,"Anthony E. Zuiker, Ann Donahue, Carol Mendelsohn","Gary Sinise, Sela Ward, Carmine Giovinazzo","On the 10th anniversary of 9/11, Mac and the team remember specific moments from that day that were indelibly burned in their minds. Meanwhile Mac prepares for a memorial program that he's involved with, and the team tackles a cas...",English,United States,N/A,8.2,453,tt2013350,N/A
Kick the Ballistics,2011,TV-PG,44 min,"Comedy, Crime, Drama",Rob Bowman,"Andrew W. Marlowe, Moira Kirland, Shalisha Francis","Nathan Fillion, Stana Katic, Susan Sullivan","Student Jane Herzfeld was fatally shot with the Glock service pistol stolen from Detective Ryan by serial killer 3XK. Her ex-boyfriend, Finn McQueen, has an alibi. Phone records show she was in contact with undercover narcotics De...",English,United States,N/A,8.1,1456,tt2013361,N/A
World Leader Pretend,2011,TV-PG,45 min,"Action, Crime, Drama",Kate Woods,"Matt Corman, Chris Ord, Dana Calvo","Piper Perabo, Christopher Gorham, Kari Matchett",Annie helps a Chinese scientist defect to the US. Annie faces the music after confessing to Danielle that she is actually a spy.,"English, Chinese",United States,N/A,N/A,264,tt2013375,N/A
Derya & Deniz,2002–2003,N/A,N/A,Drama,N/A,N/A,"Özlem Conker, Sencan Güleryüz, Tarik Pabuccuoglu",N/A,Turkish,Turkey,N/A,N/A,18,tt2013383,N/A
Show #11,1995,N/A,49 min,"Comedy, Talk-Show",Rolf Sturm,N/A,"Harald Schmidt, Elke Heidenreich, James Belushi, Vanessa Mae",N/A,N/A,N/A,N/A,N/A,N/A,tt2013384,N/A
Show #12,1995,N/A,51 min,"Comedy, Talk-Show",Rolf Sturm,N/A,"Harald Schmidt, Katarina Witt, Hanns Dieter Hüsch",N/A,German,Germany,N/A,N/A,14,tt2013385,N/A
Show #14,1995,N/A,66 min,"Comedy, Talk-Show",Rolf Sturm,N/A,"Harald Schmidt, Pierre Brice, Marusha",N/A,German,Germany,N/A,N/A,15,tt2013386,N/A
Show #15,1995,N/A,N/A,"Comedy, Talk-Show",Rolf Sturm,N/A,"Harald Schmidt, Martin Semmelrogge, Grace Jones, Christoph Daum",N/A,N/A,N/A,N/A,N/A,N/A,tt2013387,N/A
Show #16,1995,N/A,72 min,"Comedy, Talk-Show",Rolf Sturm,N/A,"Harald Schmidt, Marcel Reif, Brigitte Mira",N/A,German,Germany,N/A,N/A,16,tt2013388,N/A
Show #17,1995,N/A,60 min,"Comedy, Talk-Show",Rolf Sturm,N/A,"Harald Schmidt, Erika Berger, Rob Spence, Peter Scholl-Latour",N/A,German,Germany,N/A,8.5,11,tt2013389,N/A
Show #18,1995,N/A,60 min,"Comedy, Talk-Show",Rolf Sturm,N/A,"Harald Schmidt, Vicky Leandros, Dieter Wedel, Stefan Kretzschmar",N/A,German,Germany,N/A,N/A,N/A,tt2013390,N/A
Show #20,1996,N/A,52 min,"Comedy, Talk-Show",Rolf Sturm,N/A,"Harald Schmidt, Petra Gerster, Campino, Horst Ehbauer",N/A,German,Germany,N/A,N/A,N/A,tt2013391,N/A
Show #21 - Die Meister des Shaolin,1996,N/A,54 min,"Comedy, Talk-Show",Rolf Sturm,N/A,"Harald Schmidt, Gundis Zambo, Peter Kern, Helmut Zerlett",N/A,German,Germany,N/A,8.6,11,tt2013392,N/A
Show #3,1995,N/A,50 min,"Comedy, Talk-Show",Rolf Sturm,N/A,"Harald Schmidt, Klausjürgen Wussow, Pierre Littbarski",N/A,German,Germany,N/A,N/A,14,tt2013394,N/A
Show #4,1995,N/A,53 min,"Comedy, Talk-Show",Rolf Sturm,N/A,"Harald Schmidt, Michael Buffer, Hannelore Elsner, Peer Augustinski",N/A,N/A,N/A,N/A,N/A,N/A,tt2013395,N/A
Show #5,1995,N/A,57 min,"Comedy, Talk-Show",Rolf Sturm,N/A,"Harald Schmidt, Marie-Luise Marjan, Ulrich Meyer, Willy DeVille",N/A,German,Germany,N/A,N/A,N/A,tt2013396,N/A
Show #6,1995,N/A,N/A,"Comedy, Talk-Show",Rolf Sturm,N/A,"Harald Schmidt, Hella von Sinnen, Barbara Rudnik",N/A,German,N/A,N/A,N/A,14,tt2013397,N/A
Show #8 - Gäste von der Strasse springen für Werner Schneyder ein,1995,N/A,48 min,"Comedy, Talk-Show",Rolf Sturm,N/A,"Harald Schmidt, Nena, Vaya Con Dios, Helmut Zerlett",N/A,German,Germany,N/A,8.7,11,tt2013400,N/A
Show #9,1995,N/A,53 min,"Comedy, Talk-Show",Rolf Sturm,N/A,"Harald Schmidt, Bernhard Brink, Giulia Siegel, Cher",N/A,N/A,N/A,N/A,N/A,N/A,tt2013401,N/A
Dinle Sevgili,2011–2012,N/A,50 min,Drama,N/A,N/A,"Cem Kiliç, Ayça Aysin Turan, Ecem Karavus",Mehmet and Hande are two young people who have radio programs in two different countries but with the same passion. Mehmet comes to Istanbul from England for a contest organized jointly by the university radios. Hande and Mehmet are waiting for strange coincidences. Hande's closest friend Ceren is a love she could not forget with high school Mehmet.,Turkish,Turkey,N/A,3.5,156,tt2013403,N/A
Generazione Y,2011,N/A,55 min,"Comedy, Crime, Drama",Carmine Elia,N/A,"Terence Hill, Nino Frassica, Simone Montedoro","In Italian with English subtitles. The stepmother of a friend of the Marshal's daughter, Assuntina, is found dead. Both Patrizia and Assuntina idolize this friend, who has gotten herself in big trouble.",N/A,N/A,N/A,N/A,10,tt2013421,N/A
Il giorno più bello,2011,TV-G,N/A,"Comedy, Crime, Drama",Carmine Elia,"Enrico Oldoini, Alessandro Jacchia, Alessandro Bencivenni","Terence Hill, Nino Frassica, Simone Montedoro",El sueño de toda mujer. A wedding fair model is attacked. Natalina prepares everything for the imminent Laura's labor.,N/A,N/A,N/A,N/A,16,tt2013422,N/A
La bambina del miracolo,2011,TV-G,N/A,"Comedy, Crime, Drama",Carmine Elia,"Enrico Oldoini, Alessandro Jacchia, Alessandro Bencivenni","Terence Hill, Nino Frassica, Simone Montedoro",N/A,N/A,N/A,N/A,N/A,14,tt2013424,N/A
Scelta di vita,2011,N/A,50 min,"Comedy, Crime, Drama",Carmine Elia,"Francesco Arlanch (story), Alessia Lepore (story)","Terence Hill, Nino Frassica, Simone Montedoro, Natalie Guetta",N/A,N/A,N/A,N/A,N/A,N/A,tt2013425,N/A
Sposami,2011,N/A,50 min,"Comedy, Crime, Drama",Carmine Elia,N/A,"Terence Hill, Nino Frassica, Simone Montedoro, Natalie Guetta",N/A,N/A,N/A,N/A,N/A,N/A,tt2013427,N/A
Tiro Mancino,2011,N/A,50 min,"Comedy, Crime, Drama",Carmine Elia,Mauro Graiani (screenplay),"Terence Hill, Nino Frassica, Simone Montedoro, Natalie Guetta",N/A,N/A,N/A,N/A,N/A,N/A,tt2013428,N/A
Christmas at Downton Abbey,2011,TV-14,93 min,"Drama, Romance",N/A,N/A,N/A,"Christmas 1919. Downton Abbey is hosting a lavish Christmas party, yet despite being the season of goodwill, tensions are rife and Bates' arrest has cast a shadow over the festivities.",English,United Kingdom,N/A,9.0,3146,tt2013429,N/A
Engraved,2012–,N/A,N/A,Mystery,N/A,N/A,"Jean Louis Amador, Dorylia Calmel, Philippe Chalau, Eloissa Florez",N/A,English,France,N/A,9.0,5,tt2013462,N/A
Force Quit,2012,TV-PG,60 min,"Adventure, Comedy, Drama",Mike Rohl,"Andrew Cosby, Jaime Paglia, Terri Hughes Burton","Colin Ferguson, Salli Richardson-Whitfield, Joe Morton","The ship is finally found but the crew has been taken. When Carter is tasked with attempting to rescue the kidnapped crew by following them into the virtual Eureka, will he be able to get them out before their matrix world collaps...",N/A,N/A,N/A,8.4,434,tt2013486,N/A
Friendly Fire,2012,TV-PG,44 min,"Adventure, Comedy, Drama",Mike Rohl,"Andrew Cosby, Jaime Paglia, Amy Berg","Colin Ferguson, Salli Richardson-Whitfield, Joe Morton","With life back to normal, the Astraeus crew struggles to overcome their Matrix Eureka experience: what was real, what wasn't and what could become self-fulfilling prophecy.",N/A,N/A,N/A,7.5,402,tt2013487,N/A
The Real Thing,2012,TV-PG,44 min,"Adventure, Comedy, Drama",Michael Robison,"Andrew Cosby, Jaime Paglia, Bruce Miller","Colin Ferguson, Salli Richardson-Whitfield, Joe Morton",The town comes together in a final attempt to locate the lost Astraeus.,N/A,N/A,N/A,8.2,474,tt2013488,N/A
The Comedy Store,1994–1996,N/A,30 min,Comedy,N/A,N/A,"Ruby Duenyas, Zvika Hadar, Lior Halfon",N/A,Hebrew,Israel,N/A,N/A,22,tt2013526,N/A
Baby Steps,2011,TV-PG,19 min,"Comedy, Romance",Tristram Shapeero,"David Caspe, Gail Lerner, Jackie Clarke","Eliza Coupe, Elisha Cuthbert, Zachary Knighton","Alex's store is a hit with teen girls, and Jane goes in search of her 'egg daughter'.",English,N/A,N/A,N/A,307,tt2013527,N/A
Episode #41.5,2011,N/A,30 min,"Comedy, Game-Show, News",Paul Wheeler,N/A,"Gregg Wallace, John Torode, Ian Hislop",N/A,N/A,N/A,N/A,N/A,9,tt2013528,N/A
Episode #41.6,2011,N/A,30 min,"Comedy, Game-Show, News",Paul Wheeler,N/A,"Alan Johnson, Ian Hislop, Paul Merton",N/A,N/A,N/A,N/A,N/A,9,tt2013529,N/A
Episode #41.7,2011,N/A,N/A,"Comedy, Game-Show",Paul Wheeler,N/A,"Bill Bailey, Ian Hislop, Paul Merton, Armando Iannucci",N/A,N/A,N/A,N/A,N/A,N/A,tt2013530,N/A
Episode #41.8,2011,N/A,30 min,"Comedy, Game-Show, News",Paul Wheeler,N/A,"Sharon Horgan, Ian Hislop, Paul Merton",N/A,N/A,N/A,N/A,N/A,8,tt2013531,N/A
A Destined Encounter of Hyoh and Ken! Both Are Yet to Know Their Secrets!,1987,N/A,25 min,"Animation, Action, Adventure","Jôhei Matsuura, Toyoo Ashida","Buronson (comic book), Tetsuo Hara (comic book), Hiroshi Toda","Akira Kamiya, Mîna Tominaga, Shigeru Chiba, Shinji Ogawa",N/A,N/A,N/A,N/A,N/A,N/A,tt2013537,N/A
A Third Man Appears to Determine Lin's Fate!,1988,N/A,25 min,"Animation, Action, Adventure","Jôhei Matsuura, Toyoo Ashida","Buronson (comic book), Tetsuo Hara (comic book), Higashi Shimizu","Akira Kamiya, Mîna Tominaga, Shigeru Chiba, Toshiko Fujita",N/A,N/A,N/A,N/A,N/A,N/A,tt2013538,N/A
An Elegy for Ein! Die Bravely Than Live Without Honor!,1987,N/A,25 min,"Animation, Action, Adventure","Hiromichi Matano, Toyoo Ashida","Buronson (comic book), Tetsuo Hara (comic book), Higashi Shimizu","Akira Kamiya, Mîna Tominaga, Keiichi Nanba, Takeshi Aono",N/A,N/A,N/A,N/A,N/A,N/A,tt2013539,N/A
