title,year,rated,runtime,genre,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes,imdb_id,metascore
"Lancaster, Pa., High School",1900,N/A,2 min,"Documentary, Short",N/A,N/A,N/A,"School is over for the day. A stationary camera is trained on the door of the high school at the top of a few stairs. A man and small boy emerge, followed by wave after wave of boys, each in jacket and tie, most wearing caps. A few are arm in arm. At least 150 boys and young men appear. Then about 120 women and girls appear, parting to go in either direction down the sidewalk in front of the school. All are in long skirts and wear big hats; most wear blouses and jackets or coats. Some are adults; most seem older than the boys who've left just ahead of them. The last person to leave is a gentleman.","None, English",United States,N/A,4.1,70,tt0336727,N/A
Lauburu,2001,N/A,23 min,Short,Luis Ángel Ramírez,N/A,"Bárbara Goenaga, Melanie Olivares, Sergio Peris-Mencheta, Eulàlia Ramon",N/A,N/A,N/A,N/A,N/A,N/A,tt0336732,N/A
Lea si diverte,1912,N/A,8 min,"Comedy, Short",N/A,N/A,"Lea Giunchi, Giuseppe Gambardella",N/A,"None, Italian",Italy,N/A,5.5,13,tt0336736,N/A
Ein Leben lang,1964,N/A,110 min,N/A,Imo Moszkowicz,William Saroyan,"Martin Benrath, Karl-Otto Alberty, Krista Keller, Heinz-Leo Fischer",N/A,German,West Germany,N/A,9.0,9,tt0336737,N/A
Lethal Enforcers,1992,N/A,N/A,"Action, Crime",Yoshiaki Hatano,N/A,N/A,A first person shooting with light gun game where you are a cop who has different assignments. You must shoot criminals while protecting innocent bystanders.,English,Japan,N/A,7.1,32,tt0336745,N/A
The Lie,1973,N/A,85 min,Drama,Alex Segal,Ingmar Bergman,"George Segal, Shirley Knight, Robert Culp","An Ingmar Bergman script. Produced for Swedish Television as ""Reservatet"" (1970) and for BBC as ""The Lie"" (1971). An American couple is trapped in their marriage and way of life. Locked up in their bourgeois inferno.",English,United States,Won 3 Primetime Emmys. 3 wins & 1 nomination total,7.0,38,tt0336749,N/A
"Life Story of John Lee, or The Man They Could Not Hang",1921,N/A,88 min,Drama,Arthur W. Sterry,Arthur W. Sterry,"Rose Rooney, David Edelsten","John ""Barracombe"" Lee was convicted on thin evidence of killing his employer, Emma Keyse, and sentenced to hang on 23 February 1885. When the trap failed to open three times, the attending medical officer balked at a fourth try. Lee's sentence was commuted to life imprisonment. He was released in 1907, made a living by lecturing on the miracle, then dropped from sight around 1916. The date and circumstances of his death are uncertain. there are claims he died in a workhouse during World War Two. Another possibility is that he died in the United States in 1945. If you go to Milwaukee, there's a gravestone with that unusual name on it. There is a Fairport Convention song about him, ""Barracombe"", and this Australian film.As a story, it's as thin as the evidence of Lee's conviction. The camerawork and editing are good, and the titles are set in the first person singular. The actor who plays Lee looks to be about Lee's age and the story the titles tell falls short. in an early sequence, Lee desires to join the Royal Navy, contrary to his father's wishes. When asked why, his father explains his own father was a fisherman who ""put to sea, as was the custom"" and drowned one stormy night; this only serves to strengthen Lee's desire to join the Navy. Later, Lee develops a strong belief that his salvation was a miracle. This undoubtedly played well on the lecture circuit.The movie has some interest as a survivor of Australia's silent era. Unhappily, it does not argue for a high standard of the national cinema.",None,Australia,N/A,6.0,19,tt0336751,N/A
Lilith,2001,N/A,99 min,Adult,Ovidie,Ovidie,"Liza Harper, Nomi, Rodolphe Antrim, Hervé P. Gustave",N/A,French,France,N/A,5.1,21,tt0336752,N/A
Lluvia,2001,N/A,4 min,"Animation, Short",Diego Agudo,Diego Agudo,N/A,N/A,N/A,Spain,N/A,6.2,9,tt0336759,N/A
The Long Christmas Dinner,1967,N/A,65 min,Comedy,Jörg A. Eggers,"Jörg A. Eggers (screenplay), Thornton Wilder (one-act play)","Dorothy Millar, Maurice Warner, Karen Carmichael, Helmut Förnbacher",N/A,English,Austria,N/A,2.4,7,tt0336767,N/A
Looker 2: Femme Fatale,2000,X,105 min,Adult,Nic Cramer,N/A,"Nic Cramer, Jon Dough, Nick East, Mickey G.",N/A,English,USA,2 nominations.,5.8,9,tt0336768,N/A
The Lost Chord,1911,N/A,N/A,Drama,W.J. Lincoln,N/A,N/A,N/A,None,Australia,N/A,5.8,15,tt0336770,N/A
Love Notes,1995,N/A,112 min,"Drama, Romance",Maryo J. de los Reyes,N/A,"Vina Morales, Gary Estrada, Liza Lorena",N/A,"Filipino, Tagalog",Philippines,N/A,8.0,9,tt0336773,N/A
The Luck of Roaring Camp,1911,N/A,N/A,Western,W.J. Lincoln,W.J. Lincoln,"John Cosgrove, Ethel Buckley, Robert Inman",N/A,None,Australia,N/A,3.6,7,tt0336776,N/A
The Luckiest Nut in the World,2002,N/A,20 min,"Documentary, Short",Emily James,Emily James,"Jim Conway, Jez Fielder","Using a mix of songs, animation and archive footage an American peanut looks at how his experiences are compared to other nuts around the world. The end result is an amusing look at Trade Liberalisation and why it works for some countries but not for others.",English,UK,1 win.,7.3,29,tt0336777,N/A
Lucky & Wild,1993,N/A,N/A,"Action, Comedy, Crime",N/A,N/A,N/A,A driving/shooting game where two characteristic cops pursue wanted suspects in high-speed chases.,English,Japan,N/A,N/A,N/A,tt0336778,N/A
Lucky Day,1999,N/A,12 min,Short,Brian Tilley,Brian Tilley,"Pule Hlatshwayo, Thulani Nyembe, Ian Roberts","Every morning Bushin wakes his friend Fana with the greeting that today is their lucky day. They are Black day laborers in South Africa, and that day, both get jobs. Fana's is with a burly White farmer who wants one worker only. The man is odd, with a temper. He asks Fana to set his wage for the day. Before they reach his farm, he stops at a casino. Once at the farm, Fana sees odd things: a dead dog, a living room that's a wreck. The farmer promises Fana the full 40 rand Fana has asked for if Fana will tell him the truth. Fana is wary. His job is to dig a grave, read from the Bible, and answer truthfully a question the rifle-toting farmer asks. Is this Fana's lucky day?",English,South Africa,N/A,6.5,13,tt0336779,N/A
Lucy Tsak Tsak,2001,N/A,2 min,"Documentary, Short",Andrey Paounov,Andrey Paounov,N/A,"Homage to a person who claps the slate before each take of a film. We see the hands of a film editor cutting away the initial frame of strips of film; then we see a montage of these outtakes: a woman with long black hair claps the slate board at the start of take after take. She is Lucy, she calls the slate ""tsak tsak."" We hear Lucy's clap at least 55 times for the film ""Tuvalu"" (1999). Rolling credits at the end tell us of her career: for more than 30 years, 56 feature films, 3 documentaries, two series, 7200 claps of the slate for each film, nearly half a million claps, and over 382 hours of her image on film - without appearing in a single motion picture, until now.",English,Bulgaria,1 win,6.3,72,tt0336780,N/A
Der Lumpenmann,1982,N/A,75 min,N/A,Jochen Thomas,"Horst Angermüller, Alexander Kent","Herbert Köfer, Ruth Glöss, Udo Schenk",N/A,German,East Germany,N/A,N/A,6,tt0336783,N/A
Luzern und der Vierwaldstätter See,1906,N/A,N/A,"Documentary, Short",N/A,N/A,N/A,"There are a lot of circular pans in this very long (for 1906) travelogue showing the waterfroot of Lucerne, followed by a long moving shot (taken from a boat, since the image rocks) to oe of the resorts on the lake. It's a portrait of a very prosperous bit of city and countryside.It's a very early travelogue, stitching together several shots to give te audience a portrait. Soon enough, the film makers would add titles so tell the viewers what, precisely they were looking at. It would pretty much spell the end of actualities, in which the individual shots would appear separately; the last actualities would come out in 1908. For the moment, there are no titles.",None,Switzerland,N/A,5.0,9,tt0336786,N/A
Léontine devient trottin,1909,N/A,3 min,"Comedy, Short",N/A,N/A,N/A,"Leontine, a disobedient young girl, gets a chance to work at a milliner's, but instead of delivering a hat to a client, she wears it herself, upsetting the client and her boss.","None, French",France,N/A,5.0,16,tt0336789,N/A
Líneas de fuego,2002,N/A,21 min,"Drama, Short",Jorge Dorado,"Jorge Dorado, Juanma Romero Gárriz","Gonzalo Baz, Marta Belaustegui, Luis Callejo, Juan De Santo",N/A,Spanish,Spain,N/A,6.6,5,tt0336790,N/A
Sex of Magic,2002,N/A,118 min,"Comedy, Drama, Romance",Seong-wook Bang,Seong-wook Bang,"Bon-seung Goo, Kim Ji-eun, Lee Ju-hyeon",A successful young man who is engaged to be married sets out to learn how to satisfy his wife in bed before their wedding day.,Korean,South Korea,N/A,4.7,84,tt0336792,N/A
Maestri di musica,1898,N/A,N/A,Short,Leopoldo Fregoli,Leopoldo Fregoli,Leopoldo Fregoli,N/A,None,Italy,N/A,N/A,40,tt0336796,N/A
Magic Eros,1999,X,110 min,Adult,Francis Carrello,Salvo Di Liberto,"Zenza Raggi, Anita Blond, Erica Bella, Franco Roccaforte",N/A,English,Italy,N/A,7.5,14,tt0336797,N/A
Maging sino ka man,1991,TV-PG,94 min,"Action, Comedy, Drama",Eddie Rodriguez,"Emmanuel H. Borlaza, Eddie Rodriguez","Sharon Cuneta, Robin Padilla, Edu Manzano","Monique is a popular singer disguised as Digna to escape from her stepfather and her stepbrother Gilbert, who slowly killed her mother and also wanted to kill her to seize their wealth. Gilbert and his father thought Monique was dead until he met her in a restaurant as a waitress; Gilbert hunts Monique to kill her. Trying to escape his men, she accidentally meets Carding, a thief, in Ermita with his sidekick Libag. Their love story begins while she stays in Carding's slum along with the kids Carding is tending. Gilbert and his father are later caught during police operations and Monique recovered her house and wealth. In the end, Monique keeps Carding's kids in her house and they confirm their love for each other.","Filipino, Tagalog",Philippines,N/A,7.1,55,tt0336798,N/A
Mainai,1977,N/A,89 min,Drama,Raimondas Vabalas,"Pranas Morkus, Yuri Trifonov, Raimondas Vabalas","Girts Jakovlevs, Valentina Titova, Regina Zdanaviciute, Leonid Obolensky",N/A,"Lithuanian, Russian",Soviet Union,N/A,7.6,11,tt0336799,N/A
Un mal viaje,2002,N/A,14 min,"Short, Comedy",Freddie Cheronne,"Freddie Cheronne, Vinchy Pérez","Álex Angulo, Natalia Pallas, Jose Pozo",N/A,N/A,Spain,N/A,6.8,14,tt0336800,N/A
Maniacal,2003,N/A,79 min,"Horror, Thriller",Joe Castro,Eric Spudic,"Perrine Moore, Lee Webb, Carl Darchuk, Vida Ghaffari","After his sister goes out, a disturbed young man named Gilbert Gill tries to kill his father and mother. His father survives, and Gilbert is sent to a mental institution. On the day his father is scheduled to release him, Gilbert escapes and looks to finish what he started.",English,USA,N/A,3.5,102,tt0336805,N/A
"Ein Mann, der sterben muß",1971,N/A,151 min,Crime,Peter Hagen,"Peter Hagen, Lothar Höricke, Werner Toelke","Ellen Tiedtke, Sabine Lorenz, Jessy Rameik",N/A,German,East Germany,N/A,N/A,7,tt0336808,N/A
Manon,1983,N/A,N/A,"Drama, Romance, Music",Brian Large,"Henri Meilhac, Philippe Gille, Abbé Prévost","Edita Gruberova, Francisco Araiza, Georg Tichy",N/A,French,"Austria, West Germany",N/A,6.6,12,tt0336809,N/A
Manos,2001,N/A,16 min,"Drama, Short",Lino Varela,Lino Varela,"Jacinto Alonso, Miguel Angel Arnaiz Martinez, Pepe Calatrava",N/A,N/A,Spain,N/A,3.6,12,tt0336810,N/A
"¡Manuela, el cinto!",2001,13,15 min,"Comedy, Short",R. Robles Rafatal,"Belén Sánchez, R. Robles Rafatal","Juanjo Carretero, Begoña Castillo, Angel Gallego, Olvido Gara",N/A,N/A,N/A,N/A,N/A,N/A,tt0336811,N/A
"Marechal, o la batalla de los ángeles",2002,N/A,66 min,Documentary,Gustavo Fontán,Gustavo Fontán,"Alicia Berdaxagar, Jean Pierre Reguerraz, Horacio González",N/A,Spanish,Argentina,N/A,7.0,7,tt0336814,N/A
The Mask,1995,N/A,N/A,"Action, Animation, Comedy",N/A,N/A,N/A,N/A,English,USA,N/A,7.2,26,tt0336822,N/A
Matadero,2001,N/A,N/A,"Drama, Short","Xuan Acosta, Manuel F. Torre",N/A,"Carlos Bravo, Helena Carrión",N/A,N/A,Spain,2 wins.,N/A,N/A,tt0336823,N/A
Un matrimonio interplanetario,1910,N/A,15 min,"Animation, Short, Sci-Fi",Enrico Novelli,Enrico Novelli,N/A,An Earth astronomer meets a Martian astronomer via their telescopes. They agree to meet on the moon for a wedding ceremony.,"None, Italian",Italy,N/A,6.0,57,tt0336827,N/A
Le mauvais,1973,N/A,N/A,N/A,Paul Paviot,"Denise Lemaresquier (adaptation), André de Richaud (novel)","Jacques Spiesser, Paul Crauchet, Reine Courtois, France Dougnac",N/A,French,France,N/A,8.5,8,tt0336829,N/A
Maxe Baumann aus Berlin,1987,N/A,78 min,"Comedy, Family, Musical",Günter Stahnke,"Goetz Jäger, Günter Stahnke","Maxi Biewer, Angela Brunner, Fred Delmare",N/A,German,East Germany,N/A,6.7,9,tt0336832,N/A
Ferien ohne Ende,1976,N/A,80 min,Comedy,Peter Hill,Goetz Jäger,"Gerd E. Schäfer, Traute Sense, Heinz Behrens, Margot Ebert",N/A,German,East Germany,N/A,7.8,10,tt0336833,N/A
Max auf Reisen,1978,N/A,95 min,Comedy,Peter Hill,Goetz Jäger (play),"Gerd E. Schäfer, Traute Sense, Heinz Behrens, Margot Ebert",N/A,German,East Germany,N/A,7.5,8,tt0336834,N/A
Max bleibt am Ball,1982,N/A,93 min,Comedy,Peter Hill,Goetz Jäger,"Gerd E. Schäfer, Traute Sense, Heinz Behrens, Margot Ebert",N/A,"German, Hungarian",East Germany,N/A,7.4,8,tt0336835,N/A
¿Me permites matarte?,1994,N/A,90 min,Comedy,Víctor Ugalde,N/A,"Lina Santos, Jorge Muñiz, Rosita Arenas",N/A,Spanish,Mexico,N/A,5.4,9,tt0336837,N/A
Melodías tóxicas,2002,N/A,20 min,Short,Nick Igea,Carlos de Gabriel,"Cristina Blanco, Jorge Cabezas, Manolo Caro",N/A,N/A,Spain,N/A,8.0,8,tt0336838,N/A
Merpati tak pernah ingkar janji,1985,N/A,90 min,Drama,Wim Umboh,N/A,"Waty Anggraini, Benny Damsjik, Era Gloria, Sylvana Herman",N/A,Indonesian,Indonesia,N/A,6.2,5,tt0336844,N/A
Mi casa es tu casa,2002,TV-MA,92 min,Comedy,Miguel Álvarez,"Peter Andermatt, Daniel Castro, Antônio Moreno","Jorge Bosch, Fanny Gautier, Chete Lera","Luis, a successful writer in his thirties, travels to Begur (a small town in the Costa Brava) with the intention of finishing his last book. When he asks his ex wife for the keys, he finds out that she has sold the house. Knowing that the new owner is away from Spain on a trip, Jorge moves in to what used to be his house determined to finish his work. However, Elena, the new owner's daughter, decides to spend a few days in Begur. From this point on confusing situations bring the main characters closer and further away from each other.",Spanish,Spain,1 nomination,5.6,50,tt0336846,N/A
Minyeli Abdullah 2,1990,N/A,N/A,Drama,Yücel Çakmakli,Bülent Oran,"Yalçin Akçay, Ulvi Alacakaptan, Nezihe Becerikli",N/A,Turkish,Turkey,N/A,6.5,141,tt0336854,N/A
Minyeli Abdullah,1990,N/A,105 min,Drama,Yücel Çakmakli,"Hekimoglu Ismail, Bülent Oran","Ulvi Alacakaptan, Burcin Arisan, Ferdi Atuner","Abdullah, accused of opposing the government, continues his religious conversations in prison. The chief of police, who is disturbed by this situation, tries every way to have Abdullah executed.",Turkish,Turkey,N/A,6.5,328,tt0336855,N/A
Miss Minerva Courtney in Her Impersonation of Charlie Chaplin,1915,N/A,N/A,"Comedy, Short",N/A,N/A,Minerva Courtney,"Miss Courtney impersonates Chaplin in a scene-by-scene copy of Chaplin's The Champion (1915), omitting the boxing scene.",None,United States,N/A,4.7,20,tt0336857,N/A
Le mogli e le arance,1917,N/A,N/A,N/A,"Luigi Serventi, Lucio D'Ambra, Luigi Sapelli",Lucio D'Ambra,"Luigi Serventi, Myra Terribili, Paolo Wullmann",N/A,None,Italy,N/A,6.3,12,tt0336863,N/A
The Moment of Truth,1955,N/A,N/A,Drama,N/A,"Peter Ustinov, Nigel Kneale","Ian Colin, Peter Cushing, Hugh Griffith, Noel Hood",N/A,N/A,N/A,N/A,7.9,8,tt0336864,N/A
Ein Mond für die Beladenen,1961,N/A,85 min,N/A,Ludwig Cremer,Eugene O'Neill (play),"Martha Wallner, Walter Richter, Ludwig Thiesen, Heinz Reincke",N/A,German,West Germany,N/A,7.4,10,tt0336865,N/A
Mr. Beaver Checks In,2000,N/A,N/A,Adult,Frank Thring,N/A,"Channel, Lea De Mae, Tünde Dorgen, Kyle Phillips",N/A,N/A,N/A,N/A,N/A,N/A,tt0336871,N/A
Mr. Do!,1982,N/A,N/A,Family,N/A,N/A,N/A,"You are a clown who moves around a maze. You can dig new paths to avoid monsters and collect cherries. Kill monsters with a ""powerball"" or drop apples on them. Kill them all or eat all the cherries to go up a level.",English,Japan,N/A,7.7,31,tt0336872,N/A
Muffin,2002,N/A,16 min,"Drama, Short",N/A,N/A,"Laurel Lefkow, Madeleine Potter, Kal Weber, Nigel Whitmey",Monday 14th May in San Francisco. A muffin is sold to a couple of friends who are sitting talking about a woman that the man is seeing. They don't touch the muffin and the waiter replaces it behind the counter where it is bought by a businessman in a rush. The same businessman leaves the muffin on the dash of his car as he gets oral sex from a woman who then takes the muffin when she's finished. Later the woman goes home to her live-in partner and child.,English,UK,N/A,6.0,7,tt0336876,N/A
Mula sa puso,1999,N/A,45 min,"Drama, Romance",Wenn V. Deramas,"Ruel S. Bayani, Wenn V. Deramas, Keiko Aquino","Claudine Barretto, Rico Yan, Diether Ocampo",N/A,"Filipino, Tagalog",Philippines,1 nomination,7.5,81,tt0336878,N/A
Mule,2002,N/A,14 min,"Comedy, Short",John Hardwick,N/A,"Richard Harrington, Rhys Miles Thomas",Caz goes to visit his friend Ray in jail as a way of smuggling in small amounts of drugs. However on this particular exchange things are not entirely what they seem.,English,United Kingdom,1 win,7.3,11,tt0336879,N/A
Mulheres Taradas Por Animais,1989,N/A,90 min,"Comedy, Adult",Ody Fraga,Juan Gitano,"Oswaldo Cirillo, Walter Gabarron, Lia Soul",Three depraved biologists do some intense field research.,Portuguese,Brazil,N/A,4.9,28,tt0336880,N/A
Ein Mädchen von heute,1966,N/A,90 min,Drama,Dieter Finnern,Dieter Finnern,"Karin Baal, Sylvia Lydi, Erna Haffner",N/A,German,West Germany,1 win,9.6,19,tt0336887,N/A
