title,year,rated,runtime,genre,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes,imdb_id,metascore
Las Cenizas (The Ashes),2016,N/A,7 min,"Short, Adventure, Drama",Jacob Kirby,"Fiona Gorman, Jacob Kirby","Fiona Gorman, Matt Yocum","In the wake of a domestic tragedy, a turbulent pair of siblings travel to Cuba in hopes of finding peace with their estranged father in his home-land.",English,"United States, Cuba",1 win,N/A,8,tt5808010,N/A
Snow You Didn't,2016,TV-14,43 min,"Drama, Family, Reality-TV",N/A,N/A,"Kendall Jenner, Kris Jenner, Kylie Jenner, Khloé Kardashian",The family vacation in Vail continues as everyone tries to process the shocking news of Rob's engagement. Meanwhile Scott tries to prove he can behave himself for the rest of the trip.,N/A,N/A,N/A,3.1,31,tt5808026,N/A
The Muse,2016,N/A,15 min,"Short, Comedy, Drama",Melora Walters,Melora Walters,"Mira Sorvino, Christopher Backus, Sarah Butler, Stacey Oristano","A brutal and darkly comedic narrative about the idiosyncrasies of the motion picture industry and the denizens that inhabit it. It is actress Melora Walters' (Boogie Nights, Magnolia, Big Love) directorial debut.",English,USA,N/A,N/A,N/A,tt5808070,N/A
Halvor's Radio,2016,N/A,22 min,"Short, Drama, History",Michael Amundsen,Michael Amundsen,"Michael Amundsen, Jack Forcinito, Katherine Jackson, Shaandiin Tome","On a isolated failed homestead in 1918 southeastern Montana, Halvor Sirdal has lost all that is dear to him and now must come to grips with an unpromising future.",English,USA,N/A,N/A,N/A,tt5808146,N/A
Fault,2013,N/A,N/A,Adventure,N/A,N/A,N/A,N/A,Japanese,Japan,N/A,N/A,N/A,tt5808196,N/A
Shadowverse,2016,N/A,N/A,Action,N/A,N/A,N/A,N/A,Japanese,Japan,N/A,N/A,N/A,tt5808198,N/A
Episode #1.13,2016,N/A,144 min,"Drama, Romance",Hilal Saral,"Mehmet Ali Bayhan, Anil Eke, Burcu Görgün","Basak Akan, Ruzgar Aksoy, Kürsat Alniaçik",N/A,Turkish,Turkey,N/A,N/A,89,tt5808216,N/A
James Bond vs Austin Powers,2016,TV-14,N/A,"Short, Comedy, History","Nice Peter, Mike Betette(co-director), Kurt Schmidt(co-director)","Epic Lloyd, Nice Peter, Mike Betette, Zach Sherwin, Dante Cimadamore","Ben Atha, Dante Cimadamore, Sam Kellie, Epic Lloyd",N/A,N/A,N/A,N/A,8.1,45,tt5808244,N/A
Mr Shouhed's Wild Ride,2016,TV-14,43 min,Reality-TV,N/A,Ryan Seacrest,"Annalise Carbone, Reza Farahan, Tommy Feight","On a trip to Palm Springs, Reza and Adam take another step towards their future together. Reza and MJ make an unpleasant discovery about Jessica as Mike makes a last ditch effort to win her back. Shervin attempts to convince GG to...",N/A,N/A,N/A,N/A,9,tt5808294,N/A
The Halcyon,2017,N/A,60 min,"Drama, War",N/A,Charlotte Jones,"Annabelle Apsion, Mark Benton, Jamie Blackley","The Halcyon tells the story of a bustling and glamorous five star hotel at the centre of London society and a world at war. The drama, set in 1940, shows London life through the prism of war and the impact it has on families, politics, relationships and work across every social strata - set to a soundtrack of the music of the era",English,United Kingdom,N/A,7.4,"3,181",tt5808318,N/A
Millennium Approaches: The Messenger,2003,TV-MA,57 min,"Drama, Fantasy, Romance",Mike Nichols,Tony Kushner,"Justin Kirk, Ben Shenkman, Jeffrey Wright","Cohn tells Joe how he was responsible for having the Rosenbergs - an American couple suspected of being Soviet espionage agents - executed. Fantasy begins to seep into reality when, soon after, a dead Ethel Rosenberg appears to Co...",N/A,N/A,N/A,N/A,341,tt5808352,N/A
Dumping Ground,2016,TV-14,42 min,"Documentary, Crime",N/A,"Jennifer Anderson, Walker Lamond","Tracey Allyn, David Neil Cohen, Christopher Dillard","When two bodies are found in the same area one year apart, people wonder if it could be a serial killer's dumping ground. Connections between two victims become clearer as one investigation is revisited.",N/A,N/A,N/A,N/A,7,tt5808358,N/A
Datsche,2018,N/A,94 min,Comedy,Lara Hewitt,Lara Hewitt,"Zack Segel, Kunle Kuforiji, Marie Céline Yildirim","A naïve New Yorker retreats to his dead Grandfather's summer cottage, a datsche in Germany, but instead of peace he finds Adam, a refugee in hiding.",English,United Kingdom,1 nomination,6.4,155,tt5808370,N/A
Trojan Horse,2017,TV-14,43 min,"Drama, Thriller",Jann Turner,"Shonda Rhimes, Johanna Lee, Jess Brownell","Kerry Washington, Scott Foley, Darby Stanchfield","Olivia and the team are determined to bring down Peus, but as the Electoral College vote nears, the fight for power claims another victim.",English,United States,N/A,N/A,381,tt5808420,N/A
Mercy,2017,TV-14,42 min,"Drama, Thriller",Nzingha Stewart,"Shonda Rhimes, Johanna Lee, Severiano Canales","Kerry Washington, Scott Foley, Darby Stanchfield","Just when Peus' iron grip seem inescapable to Olivia and everyone she holds dear, a shocking threat to the White House turns everything on its head.",English,United States,N/A,N/A,399,tt5808424,N/A
The Box,2017,TV-14,42 min,"Drama, Thriller",Steph Green,"Shonda Rhimes, Johanna Lee, Austin Guzman","Kerry Washington, Scott Foley, Darby Stanchfield","As the future of the country hangs on the balance, Olivia and Fitz are at odds with Rowan, and Jake employs surprising tactics to manipulate the Mystery Woman.",English,N/A,N/A,N/A,330,tt5808428,N/A
Head Games,2017,TV-14,42 min,"Drama, Thriller",Zetna Fuentes,"Shonda Rhimes, Johanna Lee, Juan Carlos Fernandez","Kerry Washington, Scott Foley, Darby Stanchfield","While outgoing President Fitz considers his legacy, the Gladiators question what's next for OPA, and Jake finally discovers the motivation behind Peus's and the Mystery Woman's reign of terror.",English,United States,N/A,N/A,284,tt5808430,N/A
Trumpet on the Cliff,2016,N/A,102 min,Drama,Sun-Hee Han,Sun-Hee Han,"Minami Sakuraba, Nanami Sakuraba, Nene Ôtsuka","Aoi studies photography at a school in Tokyo. She undergoes a heart transplant operation and goes to the island of Okinawa to recover. Her uncle lives on the island. There, she holds a camera and walks along the island. Aoi hears the sound of a trumpet. She looks up and sees a young man playing the trumpet. His name is Zio.",Japanese,"Japan, South Korea",N/A,5.7,121,tt5808436,N/A
Tick Tock,2017,TV-14,42 min,"Drama, Thriller",Salli Richardson-Whitfield,"Shonda Rhimes, Johanna Lee, Zahir McGhee","Kerry Washington, Scott Foley, Darby Stanchfield","As the clock ticks down to the inauguration of the first female President of the United States, Olivia takes a big risk to ensure Mellie's safety.",English,United States,N/A,N/A,320,tt5808438,N/A
Danny the Manny,2016–,TV-14,5 min,"Short, Comedy, Family",N/A,N/A,"Bradley Bundlie, Patrick Reilly, Rebecca Avery","Danny is a babysitter struggling to balance his lives as a gay man dating in his twenties, an actor auditioning in Hollywood, and a babysitter looking after a surly six year-old named Quinn. When he discovers Quinn has a penchant for cross-dressing, Danny resolves to uncover the truth behind this inclination. Is Quinn under the LGBT umbrella, or is his hobby just a phase? What's a manny to do?",English,United States,1 win,7.1,47,tt5808452,N/A
Squeeze: Take Me I'm Yours,2012,N/A,59 min,Documentary,Bob Smeaton,N/A,"John Bentley, Paul Carrack, Bob Clearmountain","Glenn Tilbrook and Chris Difford, the men behind Squeeze have been called everything from 'the new Lennon and McCartney' to the 'Godfathers of Brit Pop'. Now thirty five years after their first record release, Squeeze Take Me I'm Yours reappraises the song-writing genius of Difford and Tilbrook, and shows why Squeeze hold a special place in British Popular music. 'Take Me I'm Yours' is the story of Chris Difford and Glenn Tilbrook, two working class kids from South East London, who in 1974 formed 'Squeeze', with the dream of one day appearing on Top of The Pops. In 1978 they achieved that dream when the single Take Me I'm Yours, gave the band the first of a string of top twenty hits. The period 1978-1982 saw the group release a run of classic singles, timeless gems such as, Cool For Cats, Up the Junction, Labelled with Love, Tempted and Pulling Mussels from a Shell to name but a few. Although the line up of Squeeze would go through various changes of personal (another founder member Jools Holland would leave during 1980 and then later re-join the group in 85) it is Difford and Tilbrook's songs that have remained the constant throughout the lifetime of the band. Chris Difford and Glenn Tilbrook tell us the how the came to write and record many of their greatest songs. Although their relationship at times has often been tenuous at best, the mutual admiration for each other's talent has produced some of the best songs of the past forty years.",English,United Kingdom,N/A,8.5,17,tt5808462,N/A
The Head Incident,1999,N/A,51 min,Horror,James Rolfe,James Rolfe,"Kirk Hart, James Rolfe, Kevin Finn",A psychologically disturbed man is haunted by a disembodied dummy head and a mysterious man completely shrouded in black.,English,United States,N/A,5.7,124,tt5808536,N/A
Death Puppy,2000,N/A,18 min,"Short, Comedy, Horror",James Rolfe,James Rolfe,"Kirk Hart, Alex Yurdakul, James Rolfe, Sabranca",N/A,English,USA,N/A,N/A,N/A,tt5808592,N/A
It Came from Beyond the Toilet,2001,N/A,2 min,"Short, Comedy, Horror",James Rolfe,James Rolfe,"Mike Matei, James Rolfe",A monster made of fecal matter rises from the toilet and devours all in its path.,English,N/A,N/A,6.4,21,tt5808680,N/A
Lew's Up First,2016,N/A,N/A,"Short, Comedy",Andre Campbell,Andre Campbell,"Phillip E. Walker, Christie Black",A senior citizen calls a computer store to buy his first computer ever. The computer humorous terminology makes it hard for him to get on the same page as the computer sales person.,N/A,USA,N/A,N/A,N/A,tt5808698,N/A
Stagrassle Paranormal,2015,N/A,101 min,Comedy,Glenn Payne,Casey Dillard,"Jaime Adams, George Bryan, Coley Bryant",Welcome to Stagrassle! Where the tea is sweet and the houses are haunted.,English,United States,2 wins,7.9,102,tt5808704,N/A
Our Manor,2022,N/A,115 min,"Action, Crime, Drama",Michael Chapman,Michael Chapman,"Michael Chapman, Penny Judd, Bill Bagnall",2 years have past since the ending of jack southeast but jacks mother died and jacks dad has to go back and sign the papers of the will to avoid inheritance tax. everyone follows dad back to the uk and while back each person visit...,English,United Kingdom,3 wins,5.0,687,tt5808712,N/A
The Last Job on Earth,2016,N/A,3 min,"Animation, Short, Drama",Moth Collective,N/A,N/A,N/A,English,United Kingdom,N/A,N/A,12,tt5808748,N/A
Tarja Turunen & Harus: In Concert - Live at Sibelius Hall,2011,N/A,75 min,Music,Sami Malmberg,N/A,"Kalevi Kiviniemi, Markku Krohn, Marzi Nyman, Tarja Turunen",N/A,"Finnish, English",Finland,N/A,8.0,5,tt5808758,N/A
Pieles,2017,TV-MA,77 min,"Comedy, Drama, Fantasy",Eduardo Casanova,Eduardo Casanova,"Ana Polvorosa, Carmen Machi, Macarena Gómez","In a strange world where people share numerous deformities, the same problem we all face challenges each of them: to find someone who accepts you as you are. Sometimes, that means finding yourself first.",Spanish,Spain,4 wins & 9 nominations total,6.1,"7,390",tt5808778,N/A
Meat,2017,N/A,76 min,Documentary,David White,David White,N/A,"MEAT is the modern story of the animals we eat, as told by the people who never get to say their piece - from the solitary hunter who believes everyone needs to be educated about their food, to an industrial pig farmer who argues that money isn't his primary driver. MEAT is a revealing and thought-provoking documentary that does not tell you what to think - but shines a new light on the people, the land and everything that lies behind the supermarket shelves.",English,New Zealand,N/A,6.5,32,tt5808796,N/A
Blood Money,2016,N/A,14 min,"Short, Thriller",Jamil Dehlavi,"Jamil Dehlavi, Joseph Miller","Erick Hayden, Adnan Jaffar, Waqas Khan, Zohair Raza","When an American CIA agent is arrested in Karachi after shooting a young mugger in the street, the US government is obliged to pay the deceased's family two million dollars of blood money to obtain his release.",English,Pakistan,N/A,N/A,N/A,tt5808802,N/A
Kida Poosari Magudi,2016,N/A,137 min,Drama,Kay Jayakumar,Kay Jayakumar,"Ramdev, Thamizhmani, Nakshatra","A different village story with a good screenplay. Apart from the stupid comedy scenes, the movie is good to watch.",Tamil,India,N/A,5.6,5,tt5808806,N/A
Episode One,2016,TV-MA,11 min,Comedy,Daniel Stessen,"Daniel Stessen, Christopher Roe, Kahlea Baldwin","Jon Gries, Nicholas Rutherford, Stephanie Allynne",Patient 88 visits Dream Corp to cure his romantic problems under the supervision of Dr. Roberts and his questionable staff. 88's card gets declined.,N/A,N/A,N/A,N/A,44,tt5808810,N/A
The Smoking Nun,2016,TV-MA,11 min,Comedy,Daniel Stessen,"Nicholas Rutherford, Daniel Stessen, Christopher Roe","Jon Gries, Nicholas Rutherford, Stephanie Allynne",Patient 54 is an elderly client who is trying to quit smoking. She leaves Dream Corp a new woman. 88 gets stabbed in the neck.,N/A,N/A,N/A,N/A,38,tt5808826,N/A
Man with the Binoculars: Antardrishti,2016,N/A,97 min,Drama,Rima Das,Rima Das,"Rima Das, Bishnu Kharghoria, Sasanka Samir","About how a man, in the final stages of his life, reflects back on his life through what is happening in the present.He sees how he is adversely affecting his surroundings, his daugher, his daugher in laws... but can he make the change that is demanded of him, and can he, in the process, discover himself come to free others and himself",Assamese,India,2 wins & 1 nomination,7.7,13,tt5808842,N/A
Mariner,2016,N/A,19 min,"Short, Drama, Fantasy",Thyrone Tommy,Thyrone Tommy,"Thomas Antony Olajide, Shane Pollard, Daniel Cosentino","A young marine navigation student suffers intense anxiety during his final exams, when an incident from his past returns to both haunt and help him.",English,Canada,2 wins & 3 nominations,7.0,49,tt5808852,N/A
XKWX,2016–,N/A,N/A,"Horror, Mystery, Sci-Fi",N/A,N/A,"Thomas Garner, Brock Powell, Caitlin Norton",Because No One's Listening.,English,United States,N/A,7.9,175,tt5808866,N/A
Foisted!,2017,TV-14,37 min,Comedy,Jeff Schaffer,"Larry David, Jeff Schaffer","Larry David, Jeff Garlin, Cheryl Hines","Larry tries to rid himself of an inept assistant, offends Jeff's barber, and gets into hot water over a new project.",English,United States,N/A,8.6,2333,tt5808896,N/A
Noyoner Alo,1984,N/A,144 min,"Drama, Musical",Belal Ahmed,"Belal Ahmed (script), Hiren Dey (dialogue), Belal Ahmed (screenplay)","Zafar Iqbal, Kajori, Suborna Mustafa, Prabir Mitra","Jibon, a stage performer, loves Alo of his own village. But villagers banishes him from the village for singing. He comes to Dhaka and meets Driver Monto. Monto takes him to his house where Jibon meets Monto's sister Noyon. One day while singing, Jibon and Monto meets Runa, a music composer. She gives him a break for recording and singing in stages in the city. Sooner he becomes a popular singer. Meanwhile, Alo leaves home before her marriage and comes to Dhaka to find Jibon. Alo finds Jibon having good time with Runa in a party and forgotten her. She becomes a dancer performing with Rasel to take revenge of this. When Runa uncover the truth of Jibon's love to her, she rushes to him. Unfortunately she had and accident and taken to the hospital where Noyon is admitted for her illness. Jibon was there and recognizes her. Now, there is something else in their fate.",Bengali,Bangladesh,N/A,N/A,N/A,tt5808898,N/A
Star Wars: Behind the Saber,2016,N/A,5 min,"Short, Comedy",Zack Abramowitz,Zack Abramowitz,"Zack Abramowitz, Lenny Thomas, Jack Gattanella, Erica Camarano","A finalist in the 2016 Star Wars Fan Film Awards, Behind the Saber takes you on the set of the latest Star Wars film, being helmed by a visionary director. Except, his vision is clouded by the 'stranger' side of the force.",English,USA,1 win & 1 nomination.,N/A,N/A,tt5808906,N/A
Jack Mulligan,2016,N/A,40 min,"Short, Crime",Tom Begley,Andrew Nolan (screenplay),"Ruth Alfie Adams, Michelle Charvez-Grant, Steve Collins, Terri Dwyer","Haunted by the ghosts of his past, former criminal Jack Mulligan returns to his old West London neighbourhood for the first time in ten years to seek revenge on his old gang boss Jimmy Callinan.",English,UK,N/A,N/A,N/A,tt5808918,N/A
Finding Nemo,2016,N/A,N/A,Comedy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt5808928,N/A
Exodus,2017,N/A,72 min,Documentary,Elias Matar,"Elias Matar, Edward E. Romero","Ethan Bochicchio, Elias Matar","Exodus documents the harrowing journey of Syrian refugees as they cross the Aegean Sea from Turkey into Greece. Over three thousand refugees attempt this treacherous crossing everyday, seeking asylum in Western Europe. It's a life and death gamble that they are willing to take for a chance at a new life away from their war-torn homeland.",English,"United States, Greece, Turkey",N/A,6.7,10,tt5808940,N/A
Only Fools and Horses: Only Fools Cutaway,1997,N/A,7 min,"Short, Comedy",N/A,John Sullivan,"David Jason, Nicholas Lyndhurst, Buster Merryfield, Tessa Peake-Jones","Sitting around the breakfast table in their flat, Rodney laments that he can't afford a holiday, whilst Del Boy considers signing Damien up for a modeling agency. Albert then suggests that they should be thankful for what they have. Though they are expecting another ""During the war..."" anecdote, Albert instead mentions the plight of the people of Africa. The show contains subtle references to Nicholas Lyndhurst and David Jason's other well-known shows, Goodnight Sweetheart and A Touch of Frost respectively. It ends with an appeal for donations from Del and Rodney.",N/A,N/A,N/A,8.2,34,tt5808950,N/A
El Amor No Puede Esperar,2019,TV-14,76 min,Romance,Juan Carlos Carrasco,Juan Carlos Carrasco,"Adal Ramones, Mónica Huarte, Jorge Adrián Espíndola","Viri owns ""Amores"", one of the last video stores in Mexico City. She's sad because nobody remembered her birthday. Augustin comes to rent an old movie almost at closing time. While they look for the movie, an employee closes the Video Store thinking it's empty. Filmed in real time and in one single shot, both, Viri and Agustin, will realize that love always operates in unexpected ways, as in the movies.",Spanish,Mexico,N/A,N/A,37,tt5808990,N/A
He's a Professional Dude,2016,TV-14,20 min,Comedy,Phil Britton,N/A,Michael Carbonaro,"While remodeling a home, Michael silences a co-worker with a traveling squeak. And later, a hospital becomes the scene of a mind-bending game of cops and robbers!",N/A,N/A,N/A,N/A,N/A,tt5808992,N/A
Displacement for the Dream Diaires,2016–,N/A,20 min,Drama,N/A,N/A,"Renée Bourke, Vivi Devereaux, Tonya Tko","Tonya flew to Hollywood to follow her talk-show dream. Penniless, she ended up living in her car. This is the real-life series of Tonya Tko trying to get out of her car - and onto TV.",English,USA,N/A,9.5,11,tt5809002,N/A
Handsome: A Netflix Mystery Movie,2017,TV-MA,80 min,"Comedy, Mystery",Jeff Garlin,"Andrea Seigel, Jeff Garlin","Ava Acres, Armani GreatDane, Dino Battaglia",Gene Handsome is an LA homicide detective who tries to make sense of his life as he solves crime. Handsome's knack for solving mysteries is matched only by his inability to make sense of his own problems.,English,United States,N/A,5.2,"5,363",tt5809020,N/A
Story of R32,2014,N/A,2 min,"Short, Sci-Fi",Volodymy Vlasenko,N/A,Nadya Vecherya,An aging robot named R32 faces loneliness and obsolescence after being replaced by a newer model.,N/A,Ukraine,N/A,6.3,36,tt5809050,N/A
Bezig met etwuk,2019,N/A,N/A,Drama,N/A,N/A,"Sien Eggers, Dirk van Dijck, Wim Willaert",Chantal realizes that the Welvaert family has been growing weed.,N/A,N/A,N/A,N/A,39,tt5809066,N/A
... It's Love?,2018,N/A,100 min,"Drama, Romance",Bare Vardic,Bare Vardic,"Patrik Beluzic, Jozo Bendra, Josip Bilen",N/A,"German, Croatian","Germany, Austria, Croatia",N/A,N/A,N/A,tt5809076,N/A
Coffee House Chronicles,2016,Not Rated,67 min,"Comedy, Romance",Stewart Wade,N/A,"Jacob Aguirre, Dalila Ali Rajah, Eric B. Anthony","The new anthology web series COFFEE HOUSE CHRONICLES takes a close look at different LGBT people who make contact with each other in a variety of ways - the Internet, via social media, and face to face in coffee houses, and how their relationships grow and evolve over time. Different stories are presented in each episode, with a diverse set of characters, and with a strong emphasis on the important social issues that face the LGBT community each day.",English,United States,N/A,5.5,105,tt5809096,N/A
