title,year,rated,runtime,genre,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes,imdb_id,metascore
Heedless,2017,Not Rated,56 min,"Documentary, Action, Biography",Haavard Hanasand,N/A,Dennis Risvoll,"Heedless is a documentary film about Norwegian extreme skier Dennis Risvoll. He is not your run-of-the-mill skier, he's very superstitious and he prefers to not give attention to the things that could be his demise.",Norwegian,"Norway, Austria, France, Spain, Switzerland, United States",N/A,8.3,23,tt6567654,N/A
Further Back in Time for Dinner,2017–,TV-G,N/A,Documentary,N/A,N/A,"Giles Coren, Polly Russell, John Torode","A family goes back to 1900 to experience life, food, social etiquette and dress styles through the coming decades.",English,United Kingdom,N/A,7.9,92,tt6567660,N/A
The Michelangelo Code: Lost Secrets of the Sistine Chapel,2008,Not Rated,103 min,Documentary,Waldemar Januszczak,N/A,Waldemar Januszczak,Art critic Waldemar Januszczak is on the quest to explain exactly what the Sistine Chapel's ceiling is actually trying to tell us.,English,United Kingdom,N/A,6.8,23,tt6567668,N/A
Episode #2.23,2017,N/A,144 min,"Drama, Romance",Hilal Saral,"Caglar Bocut, Burcu Görgün","Burak Özçivit, Neslihan Atagül, Kaan Urgancioglu",N/A,N/A,N/A,N/A,N/A,69,tt6567692,N/A
Music,2017,N/A,15 min,Comedy,N/A,N/A,"Jamie Demetriou, Tim Key, Jonathan Pointing, Emma Sidi","For his third challenge Liam has to create a viral music video. Charlie South introduces him to international grime star, 'Bombzy'. And Liam's unusual music tastes cause some strange behaviour from Millipede.",N/A,N/A,N/A,N/A,N/A,tt6567698,N/A
Fodi Laishu Yaar,2017,N/A,137 min,"Comedy, Romance",Satyen,Vijay Chavda,"Vishal Solanki, Alisha Prajapati, Chintan Dawe","Friends, Raj, Rahul, Aditya and Jignesh, are fun-loving engineering students. When Simran does not accept Raj's love, he along with his friends goes to Saurashtra to attend Aditya's sister's wedding.",Gujarati,India,N/A,5.0,24,tt6567708,N/A
Dancing in September,2017,TV-14,44 min,"Action, Adventure, Comedy",Rob Bailey,"Matthew Miller, Alex Taub, Kyle Warren","Damon Wayans, Clayne Crawford, Jordana Brewster",Riggs and Murtaugh uncover a drug ring at a wellness clinic while investigating a plastic surgeon's death.,English,United States,N/A,N/A,775,tt6567770,N/A
Born to Run,2017,TV-14,44 min,"Action, Adventure, Comedy",Nathan Hope,"Matthew Miller, Stacy A. Littlejohn, Kyle Warren","Damon Wayans, Clayne Crawford, Keesha Sharp",Riggs and Murtaugh investigate the death of a famous singer's bodyguard.,English,United States,N/A,8.0,762,tt6567772,N/A
Flight Risk,2017,TV-14,44 min,"Action, Comedy, Crime",Omar Madha,"Matthew Miller, Seamus Kevin Fahey, Kyle Warren","Damon Wayans, Clayne Crawford, Jordana Brewster","Murtaugh and Riggs search for an unreliable father who committed a robbery 20,000 feet in the air with his daughter as the main witness.",English,United States,N/A,8.2,698,tt6567774,N/A
Gold Rush,2017,TV-14,44 min,"Action, Comedy, Crime",Steve Boyum,"Matthew Miller, Terence Paul Winter, Kyle Warren","Damon Wayans, Clayne Crawford, Jordana Brewster","Riggs is reunited with childhood friends and comes to realize they might be mixed up in the robbery-homicide case he and Murtaugh are investigating. Meanwhile, Murtaugh finds a joint stashed in his kitchen that he brings to Scorse...",English,United States,N/A,N/A,651,tt6567776,N/A
Let It Ride,2017,TV-14,43 min,"Action, Adventure, Comedy",Eric Laneuville,"Matthew Miller, Rob Wright, Kyle Warren","Damon Wayans, Clayne Crawford, Jordana Brewster","Murtaugh and Riggs investigate a death that occurs moments before the victim's bet wins a horse race. Leo Getz insists it's a homicide and aids in the investigation. Meanwhile, Murtaugh updates his will, while Riggs struggles to c...",English,United States,N/A,N/A,670,tt6567778,N/A
Birdwatching,2017,TV-14,44 min,"Action, Adventure, Comedy",Salli Richardson-Whitfield,"Matthew Miller, Elizabeth Beall, Kyle Warren","Damon Wayans, Clayne Crawford, Jordana Brewster",Riggs and Murtaugh investigate a surfer's death.,English,United States,N/A,N/A,669,tt6567780,N/A
Fork-Getta-Bout-It,2017,TV-14,44 min,"Action, Comedy, Crime",Matt Barber,"Matthew Miller, Michael C. Martin, Joe Smith","Damon Wayans, Clayne Crawford, Jordana Brewster",Riggs and Murtaugh investigate a murder in a hospital that leads them to the underworld.,English,United States,N/A,N/A,627,tt6567782,N/A
Fools Rush In,2017,TV-14,44 min,"Action, Adventure, Comedy",Eric Laneuville,"Matthew Miller, Kyle Warren, Eileen Jones","Damon Wayans, Clayne Crawford, Jordana Brewster","Riggs and Murtaugh are drawn into a fatal world of conspiracy theories. Meanwhile, Riggs' relationship with Molly evolves and Murtaugh and Trish attempt to get Harper into a fancy pre-school.",English,United States,N/A,N/A,672,tt6567786,N/A
Wreck the Halls,2017,TV-14,44 min,"Action, Comedy, Crime",Steve Boyum,"Matthew Miller, Katie Varney, Kyle Warren","Damon Wayans, Clayne Crawford, Keesha Sharp",Murtaugh's Christmas vacation in Hawaii is put on hold when he and Riggs are called to a homicide and the victim is an old friend.,English,United States,N/A,N/A,736,tt6567788,N/A
Funny Money,2018,TV-14,44 min,"Action, Comedy, Crime",Nathan Hope,"Matthew Miller, Alex Taub, Kyle Warren","Damon Wayans, Clayne Crawford, Jordana Brewster","Riggs and Murtaugh are thrown into the world of counterfeit money. When a group of teenagers inadvertently gets involved, it strikes a chord with Murtaugh, who is dealing with his own issues regarding his son, RJ. Meanwhile, Riggs...",English,United States,N/A,N/A,619,tt6567790,N/A
Diggin' Up Dirt,2018,TV-14,44 min,"Action, Comedy, Crime",Maja Vrvilo,"Matthew Miller, Seamus Kevin Fahey, Joe Smith","Damon Wayans, Clayne Crawford, Jordana Brewster",A secret about Riggs' deceased wife is revealed when he visits his father-in-law in prison.,English,United States,N/A,N/A,617,tt6567794,N/A
Better Living Through Chemistry,2018,TV-14,43 min,"Action, Comedy, Crime",Rob Bailey,"Matthew Miller, Zev Borow, Kyle Warren","Damon Wayans, Clayne Crawford, Jordana Brewster","Murtaugh and Riggs respond to the murder of an escaped patient of Dr. Cahill's who mysteriously goes off the rails. The investigation brings to light a hidden scheme far bigger than they imagined. Meanwhile, Riggs' anger gets the ...",English,United States,N/A,8.1,621,tt6567796,N/A
Double Shot of Baileys,2018,TV-14,44 min,"Action, Adventure, Comedy",John Behring,"Matthew Miller, Stacy A. Littlejohn","Damon Wayans, Clayne Crawford, Jordana Brewster","When Detective Bailey's sister, Jess, runs into trouble with the law, Bailey must decide how far she's willing to go to protect her family. Meanwhile, with Trish away on a company retreat, Murtaugh is left to help Riana navigate b...",English,United States,N/A,N/A,640,tt6567798,N/A
An Inconvenient Ruth,2018,TV-14,44 min,"Action, Comedy, Crime",Larry Teng,"Matthew Miller, Kyle Warren","Damon Wayans, Clayne Crawford, Jordana Brewster","Murtaugh and Riggs search for the culprit of a local jewelry heist; Murtaugh gets called ""grandpa"" by another parent while at the playground with Harper sending him into a tizzy; Riggs deals with withdrawal from drinking.",English,United States,N/A,8.3,653,tt6567800,N/A
Ruthless,2018,TV-14,44 min,"Action, Adventure, Comedy",Silver Tree,"Matthew Miller, Carlos Jacott","Damon Wayans, Clayne Crawford, Keesha Sharp","After the city's gun buy-back program is robbed, the team is on a hunt for those responsible. Meanwhile, Murtaugh walks on thin ice with Trish, Riggs finds an unlikely friend in Ruthie, and Captain Avery is reunited with a college...",English,United States,N/A,N/A,607,tt6567802,N/A
The Odd Couple,2018,TV-14,43 min,"Action, Adventure, Comedy",Larry Teng,"Matthew Miller, Elizabeth Beall, Eileen Jones","Damon Wayans, Clayne Crawford, Jordana Brewster","After the fatal end to an argument on a construction site, the squad works to untangle facts about the incident. Meanwhile, Riggs struggles to rekindle his relationship with Molly, Trish's job is on the line as she tries to close ...","English, Spanish",United States,N/A,N/A,615,tt6567804,N/A
Frankie Comes to Hollywood,2018,TV-14,43 min,"Action, Comedy, Crime",John Behring,"Matthew Miller, David Fury","Damon Wayans, Clayne Crawford, Jordana Brewster",Riggs and Murtaugh are on the case of a hitman who Murtaugh has been following for almost 17 years.,English,United States,N/A,8.0,547,tt6567806,N/A
Leo Getz Hitched,2018,TV-14,43 min,"Action, Comedy, Crime",Nick Copus,"Matthew Miller, Rob Wright","Damon Wayans, Clayne Crawford, Keesha Sharp","When Leo decides to 'Getz' married, 'surprisingly' nothing goes smoothly.",English,N/A,N/A,7.9,544,tt6567808,N/A
Family Ties,2018,TV-14,43 min,"Action, Comedy, Crime",Nick Copus,"Matthew Miller, Alex Taub","Damon Wayans, Clayne Crawford, Jordana Brewster","On Murtaugh's first day on the job as interim captain, the wife of a popular businessman is abducted and the squad finds a connection in the case to Riggs' father (guest star Rex Linn). Meanwhile, Riggs is left to grapple with his...",English,N/A,N/A,8.1,582,tt6567810,N/A
Jesse's Girl,2018,TV-14,43 min,"Action, Adventure, Comedy",Clayne Crawford,"Matthew Miller, Seamus Kevin Fahey, Joe Smith","Damon Wayans, Clayne Crawford, Keesha Sharp","After a mansion break-in turns into a homicide, Murtaugh and Riggs set out to find the culprit. Murtaugh and Trish question their trust in Riana as she gets into some trouble with new friends. Meanwhile, Riggs recalls his troublin...",English,N/A,N/A,8.2,592,tt6567812,N/A
One Day More,2018,TV-14,43 min,"Action, Adventure, Comedy",Steve Boyum,"Matthew Miller, Katie Varney","Damon Wayans, Clayne Crawford, Jordana Brewster","The squad is on high alert after an apparent threat is made on Riggs' life. With Murtaugh taking on more responsibility at work, he and Riggs have to deal with their changing relationship. Meanwhile, Trish gets caught up in some t...",English,N/A,N/A,8.4,882,tt6567814,N/A
Khalil bad el-Tadil,1987,N/A,120 min,"Comedy, Drama, Romance",Yehia El Alami,"Nabil Gholam, Gaber Abdel Salam","Mahmoud Abdel Aziz, Layla Olwi, Soad Nasr","Khalil, a simple man with a simple character, gets a sudden promotion to become a bank manager, his life changes completely in this new world he enters with all its requirements. His secretary Hala helps him to change to fit in this world.",Arabic,Egypt,N/A,4.9,75,tt6567816,N/A
Blood Business,2017,N/A,52 min,Documentary,Pierre Monnard,"Marie Maurisse, François Pilet","David Rihs, Carlos, Rudolf Schwabe","Produced by ARTE, SRG and Pointprod, Blood Business follows investigative journalists François Pilet and Marie Maurisse as they reveal the opaque trade of the blood plasma industry. From the impoverished streets of Cleveland Ohio to the golden shores of Switzerland's Lake Zurich, the film explores the intricacies around the business of blood including its role in medicine and its devastating social consequences. The film is shot by Joseph Areddy, cut by Nicolas Hislaire and scored by Nicolas Julliard.","French, English, German","Switzerland, Germany",N/A,7.4,26,tt6567836,N/A
Kaal Kg Preethi,2017,N/A,114 min,Romance,Satyashauryasagar,Satyashauryasagar,"Hitha Chandrashekar, Vihan Gowda","1/4 kg Preethi is all about the journey of a young guy (Guru) who falls in love with his college mate (Sri). He kept hesitating to convey this to her, assuming he might get rejected. But then there have been a couple of instances which made Guru and Sri to travel along life's journey together. Do come and watch their journey that's loaded with fun, craziness, fights and enjoy!.",Kannada,India,N/A,6.3,453,tt6567840,N/A
El Moshaghebat El Thalata,1987,N/A,126 min,"Action, Comedy",Houssam El-Din Mustafa,Salama Hassan,"Layla Olwi, Ilham Shaheen, Ghada El-Shamaa",N/A,Arabic,Egypt,N/A,4.8,13,tt6567858,N/A
Health & Fitness,2017,N/A,N/A,Comedy,Tom Kingsley,Liam Williams,"Liam Williams, Hammed Animashaun, Alice Belgrove",Liam has to create a fitness vlog. For inspiration he meets kale-obsessed youtuber Polly Sprong.,N/A,N/A,N/A,N/A,N/A,tt6567866,N/A
Épisode 1,2017,N/A,50 min,"Crime, Drama",Julius Berg,Delinda Jacobs,"Samuel Labarthe, Suzanne Clément, Alexia Barlier","A newly-arrived police chief, Gaspard Decker, in the small village of Montfaucon begins investigating the disappearance of a 16-year old girl, Jennifer Lenoir.",French,France,N/A,N/A,324,tt6567886,N/A
Épisode 2,2017,N/A,56 min,"Crime, Drama",Julius Berg,Delinda Jacobs,"Samuel Labarthe, Suzanne Clément, Alexia Barlier","Captain Decker questions Maya, stoking tensions at the station. A grim discovery in the woods and two more disappearances put the town on edge",French,France,N/A,N/A,295,tt6567890,N/A
Épisode 3,2017,N/A,54 min,"Crime, Drama",Julius Berg,Delinda Jacobs,"Samuel Labarthe, Suzanne Clément, Alexia Barlier","The police follow a tip to an Internet cafe frequented by the three girls. After uncovering a clue to her past, Eve seeks out Manoa for information",French,France,N/A,N/A,275,tt6567892,N/A
Épisode 4,2017,N/A,51 min,"Crime, Drama",Julius Berg,Delinda Jacobs,"Samuel Labarthe, Suzanne Clément, Alexia Barlier",Virginie is emotionally wrecked as police investigation uncovers sordid secrets about her family. Eve searches the forest for more clues about her obscure past.,French,France,N/A,N/A,269,tt6567894,N/A
Épisode 5,2017,N/A,49 min,"Crime, Drama",Julius Berg,Delinda Jacobs,"Samuel Labarthe, Suzanne Clément, Alexia Barlier",Revelations about her past drag Eve even deeper onto the case. A witness excites Capitaine Decker's suspicion. The school falls victim to vandalism.,French,France,N/A,N/A,257,tt6567896,N/A
Épisode 6,2017,N/A,52 min,"Crime, Drama",Julius Berg,Delinda Jacobs,"Samuel Labarthe, Suzanne Clément, Alexia Barlier",The announcement of the identity of the murderer causes a feverish search. The families have to fight with the effects of the traumatic events.,French,France,N/A,N/A,265,tt6567898,N/A
Mr Biffo's Found Footage,2017,N/A,N/A,Comedy,N/A,Paul Rose,"Pete Accetturo, Paul Gannon, Yiannis Vassilakis","Six, ten minute-ish, episodes of utter nonsense and lunacy from Mr Biffo, creator of the legendary teletext video game magazine Digitiser. Trawl through Biffo's collection of never-before-seen found footage - a surreal, trippy, journey into pop culture history. Meet characters like Goujon John, Ghee-Lord, DJ Trendy Peanut, Puckles The Cuckold - and more.",English,United Kingdom,N/A,6.9,25,tt6567946,N/A
Azimuth,2017,N/A,75 min,"Action, Drama, War",Mike Burstyn,Mike Burstyn,"Yiftach Klein, Sammy Sheik, Alon Dahan","The Six Day War, June 9th, 1967. An Israeli sergeant and an Egyptian soldier encounter each other in an abandoned UNEF post in the Sinai desert on the day after the Israeli/Egyptian cease fire. During an ensuing fire fight both men get trapped in the abandoned post; the Israeli on the ground floor, the Egyptian on the upper. Outside stands the sergeant's Jeep, awaiting the victor. Two soldiers, one goal: Survival.","English, Arabic, Hebrew",Israel,N/A,6.9,60,tt6567960,N/A
The Winner Takes It All,2017,TV-14,88 min,"Drama, Music, Musical",Lee Daniels,"Lee Daniels, Tom Donaghy, Karin Gist","Jude Demorest, Brittany O'Grady, Ryan Destiny",Star goes to great lengths to secure a release date for the group's album; Simone deals with bullying; Alexandra moves in with Derek; Carlotta turns to Jamal Lyon for advice on making decisions as manager.,English,United States,N/A,N/A,81,tt6567990,N/A
Forward (E)Motion,2018,TV-14,44 min,"Drama, Music, Musical",Jamie Travis,"Lee Daniels, Tom Donaghy, Jen Klein","Jude Demorest, Brittany O'Grady, Ryan Destiny",Major competition ensues between Midtown Sound artists Take 3 and Noah Brooks when they fight for a coveted track produced by one of the industry's hottest producers. Blasts from the past are in full effect when Paola (guest star ...,English,N/A,N/A,N/A,49,tt6567992,N/A
Drishtti,2018,N/A,17 min,"Short, Drama, Family",Jass Khera,Priyadarshee Srivastava,"Mugdha Godse, Umang Jain","DRISHTTI (39) is an oracle residing on the outskirts of Mumbai. Her client list boasts of leading politicians, movie stars, sports personalities etc. Being close to many celebs, she is often approached by reporters hoping to get some juicy gossip bits. In one such interview, she meets a young reporter NAINA (20). Naina appears to be a normal bubbly girl but as soon as Drishtti touches Naina's hand (for a handshake), she is dragged into a vision of her youth, something that had never happened before with Drishtti. Normally she would be able to control her visions but with Naina things were somehow different. She feels a sudden connect towards Naina. Drishttigrows curious about her. She shifts the conversation to Naina's life hoping to understand these recent visions but she finds nothing in her life, except a broken relationship. Drishtti helps Naina to see through the heartbreak and move on. The interview reaches an end and Naina has to leave. Still, in dark, Drishtti decides to do something she shouldn't have done. She holds Naina's hands and allows the vision to flow without any restrictions. The broken visions start to take shape and both Drishtti and Naina realize that they both have a deep dark past and a future which is hard to come to terms with.",Hindi,India,1 win,8.9,13,tt6567998,N/A
"Devil Got My Woman, Blues at Newport",1966,N/A,61 min,"Documentary, Music",Alan Lomax,Alan Lomax,"Son House, Skip James, Bukka White, Howlin' Wolf",N/A,English,USA,N/A,8.7,7,tt6568066,N/A
Private Parts,1988,N/A,13 min,"Documentary, Short",Marjorie Keller,N/A,N/A,N/A,N/A,USA,N/A,N/A,N/A,tt6568068,N/A
Half Blue,2018,N/A,15 min,"Drama, Family, History",N/A,N/A,"Mei Nagano, Jun Fubuki, Yasuko Matsuyuki","In 1971, the year after the Osaka Exposition, a girl called Nireno Suzume is born to the owners of a small-town eatery in Gifu Prefecture. At first, she is a healthy child who runs around the hills and fields every day, but in elementary school, she becomes deaf in one ear due to illness. Despite this, her loving parents and childhood friend Ritsu, born on the same day at the same hospital,give her encouragement. After graduating from high school, Suzume sets her sights on writing manga for girls with her unique creative powers and leaves for Tokyo. Put through training by her teacher Akikaze Haori, she tries hard to improve herself by learning from fellow assistants and devoting herself to studying. Suzume gets married and has a daughter, but the family finances are dire. She ends up divorcing her husband who is a dreamer. The bubble economy suddenly bursts and an economic recession begins. After repeated failure, Suzume returns to her hometown as a single mother. What awaits her will become an unexpected turning point in her life.",Japanese,Japan,N/A,6.7,74,tt6568122,N/A
"Carnosaur 2, the Skateboard Kid 2, and Future Zone",2017,N/A,55 min,"Comedy, Talk-Show",N/A,N/A,"Josh Davis, Jack Packard, Jay Bauman","The gang watches sequels to previous Best of the Worst Movies. This is the second time they've done this, making it a sequel episode.",English,United States,N/A,N/A,45,tt6568142,N/A
Katie Fforde - Du und ich,2016,N/A,N/A,Romance,Helmut Metzger,Marcus Hertneck,"Nike Fuhrmann, Stefan Murr, Barbara Focke, Jürgen Haug",N/A,German,Germany,N/A,N/A,N/A,tt6568168,N/A
Sleeping Beauties,2017,TV-MA,81 min,Comedy,Dean McKendrick,Suzanne Cabot,"Sarah Hunter, Pristine Edge, Andrew Espinoza Long","Awakened from a curse, Sleeping Beauty marvels at the wonders of the new century. She falls in love with a famous architect who is working to restore the castle she once lived in, but finds there are enemies plotting against her. Giving in to her long pent-up sexual desires, Beauty cannot resist the lustful advances of both men and women and after 400 years.",English,United States,N/A,3.2,448,tt6568188,N/A
Asahinagu,2017,N/A,105 min,"Comedy, Family, Sport",Tsutomu Hanabusa,"Ai Kozaki, Tsutomu Hanabusa","Mai Shiraishi, Yûki Morinaga, Tomoya Nakamura","When it comes time to choose an extracurricular club three high school freshmen pick the naginata one or rather it picks them. Asahi and her friends consistently train and improve including a bout under the supervision of a monk at the monastery. There are ebbs and flows, but the girls are determined and support one another. The film is a vehicle for the members of girl-band Nogizaka46.",Japanese,Japan,N/A,6.4,201,tt6568190,N/A
Hundred to Go,2016,N/A,N/A,Sci-Fi,N/A,N/A,"Matteo Martari, Veronica Olivier, Rocco Fasano",N/A,English,Italy,N/A,6.0,6,tt6568344,N/A
La morsure des dieux,2017,N/A,120 min,Drama,Cheyenne Carron,Cheyenne Carron,"François Pouron, Fleur Geffrier, Pierre Molinier","Sébastien, a great lover of his land in the Basque Country, is alone in taking care of the family farm as worries pile up. Sebastien falls in love with his new neighbor, Juliette, as Catholic as he is Pagan.",French,France,N/A,6.8,25,tt6568352,N/A
Body Language Decoded,2017,N/A,44 min,"Documentary, Short",Geoff D'Eon,Geoff D'Eon,"Kait Ead, Lillian Glass, Lisa Heyden","How much do we say without even speaking? This doc explores the world of non-verbal communication, from romance, to law enforcement, to national security and more.",English,Canada,1 nomination,6.6,46,tt6568384,N/A
La mort se mérite - Digressions avec Serge Livrozet,2017,N/A,92 min,Documentary,Nicolas Drolc,N/A,"Serge Livrozet, Michel Foucault","Death Must Be Earned is the intimate portrait of Serge Livrozet, former safe-cracker, one of the protagonists of 1970s French counter-culture, alongside Michel Foucault founder of the Committee of Prisoner's Action, self-taught wr...",French,France,N/A,6.8,7,tt6568390,N/A
Hamah,2017,N/A,65 min,Drama,Khaled Al-Refai,Heba Mashari Hamada,"Bibi Abdulmuhsen, Bashar Al-Shatti, Mansoor Alazba","In the skies.. A plane is a small homeland.. The trip is history.. And the passengers are the people.. with all what is going on the ground and It's communal, religious, political and tribal courses ..Within a succession of love.. Parting.. Jealousy ..Dispute and Differing.. The plane falls.. And falls the Disputes.. We live when we coexist.",Arabic,Kuwait,N/A,5.4,106,tt6568410,N/A
Winner,2017,Not Rated,155 min,"Action, Drama",Gopichand Malineni,"Veligonda Srinivas, Gopichand Malineni, Abburi Ravi","Sai Dharam Tej, Rakul Preet Singh, Jagapathi Babu",A man who is separated from his family as a child is replaced by an interloper.,Telugu,India,N/A,4.6,516,tt6568474,N/A
Con Amor,2016,N/A,15 min,"Short, Drama",Stephen Cole Webley,Stephen Cole Webley,"Lux Pascal, Daniela Ramírez, Christian Sève","In Santiago, Chile, a single mother is faced with a difficult decision-morality is pitted against vengeance, empathy versus family.",Spanish,United States,N/A,7.3,23,tt6568528,N/A
Free Reins,2017,N/A,N/A,"Documentary, Short",Jackie Torrens,N/A,Patty McGill,N/A,English,Canada,1 nomination,3.3,7,tt6568530,N/A
10:17,2016,N/A,10 min,"Short, Drama",Cole Webley,Cole Webley,"Luis Dubó, Daniela Ramírez","Waiting for a woman he has never met to arrive at his hotel, Hector debates if he should go through with his current plan.",Spanish,United States,N/A,N/A,8,tt6568588,N/A
Archie the Time Machine,2016,N/A,N/A,"Short, Comedy",Benjamin Voelker,Toby Marks,"Toby Marks, Bret Correll, James Heisner, Austin Hanner","A couple of drunk friends invent time travel, for real.",English,USA,N/A,7.9,7,tt6568608,N/A
Kaalam Vellum,1970,N/A,127 min,Western,M. Karnan,"A. Gurusamy, Mathangan","Jaishankar, C.R. Vijayakumari, Vijayalalitha","Velu has just one mission in his life and that is to avenge his sister's death caused due to Periyasamy. After killing Periyasamy's brother, he runs away and joins a gang of bandits.",Tamil,India,N/A,6.0,7,tt6568614,N/A
Bir Bikram,2016,E10+,136 min,"Action, Comedy, Romance",Milan Chams,N/A,"Dayahang Rai, Anoop Bikram Shahi, Deeya Pun","It is the story of two childhood friends - Bir and Bikram. Bikram, an orphan, moves to Kathmandu from his village Shivalaya. But before he leaves the village, he proposes to his classmate Joon . She reciprocates his love. However, Aaitey Kaji is also in love with Joon. Though Bikram loves the girl, he moves to Kathmandu. As time passes, the children then grow up leading their own lives. Now grown up Joon deeply loves Bir. Aaitey Kaji, who has been loving Joon since his childhood, still has a strong desire to possess her. As the battle between Bir and Aaitey for Joon goes on, enter Bikram .The plot then revolves around this circular love-hate story.",Nepali,Nepal,N/A,5.8,65,tt6568628,N/A
Santa's Little Helpers,2002,TV-PG,88 min,"Action, Sport",N/A,N/A,N/A,The best of 2002 featuring The Rock vs. Hogan.,N/A,N/A,N/A,N/A,18,tt6568630,N/A
Let's Pretend,2016,N/A,N/A,"Short, Horror",Kyle Kuchta,Toby Marks,"Bret Correll, Laura Lareau, Toby Marks","On their camping trip, a couple pretend someone is trying to kill them.",English,United States,N/A,N/A,7,tt6568640,N/A
If I Was Your Girl,2012,N/A,N/A,Drama,N/A,N/A,"Temper, Alana Mike, Dana Guest, Rondala Kelly",N/A,English,USA,N/A,N/A,N/A,tt6568676,N/A
Why Trains Crash,2017,TV-PG,52 min,Documentary,Larry Klein,"Larry Klein, Michael Bicks","Jay O. Sanders, Seiji Abe, Luis Carrasquero","A look at several recent train crashes, their causes and a technological solution which should make such events occur much less often.",English,United States,N/A,7.1,95,tt6568682,N/A
Criminal Minds,2017,MA-13,60 min,"Action, Crime, Thriller",N/A,N/A,"Son Hyeon-ju, Moon Chae-won, Yoo Seon",Korean version of the American television series Criminal Minds.,Korean,South Korea,2 wins & 1 nomination total,6.6,620,tt6568694,N/A
