title,year,rated,runtime,genre,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes,imdb_id,metascore
Ko-Ko Explores,1927,N/A,6 min,"Animation, Short, Comedy",Dave Fleischer,N/A,Max Fleischer,"As Max types a scenario for Ko-Ko and Fitz, a cartoon cannibal headhunter steals his head. Ko-Ko and Fitz leap into Max's globe in search of the cannibals, while Max's headless body fumbles around in his office.",None,United States,N/A,6.5,28,tt0136296,N/A
Ko-Ko Hops Off,1927,N/A,7 min,"Animation, Short, Comedy",Dave Fleischer,N/A,"Dave Fleischer, Max Fleischer","Koko the clown and Fitz the dog compete to be the first pilot in a ""non-stop hop around the world"" with a little live-action help and hindrance from Max and Dave Fleischer.",None,United States,N/A,6.6,20,tt0136299,N/A
Ko-Ko Lamps Aladdin,1928,N/A,N/A,"Animation, Short, Comedy",Dave Fleischer,N/A,N/A,Ko-Ko the Clown enters a storybook and uses Aladdin's magic lamp to make his wishes come true.,None,United States,N/A,N/A,N/A,tt0136301,N/A
Ko-Ko Plays Pool,1927,N/A,7 min,"Animation, Short, Comedy",Dave Fleischer,N/A,"Dave Fleischer, Max Fleischer","Max Fleischer and brother David are playing pool when Ko-ko and Fitz force their way out of the ink bottle. They want to play pool too, so Max obligingly draws a table for their use. However, it's not what Max draws that makes trouble for them -- it's the parts he did not.The Ko-ko cartoons were neck and neck with Felix the Cat for best cartoon series in the silent era. the reasons for the excellence of the Ko-ko series -- and this one -- are many. It's the sense of interaction with the real world -- originally an economy measure -- and the solid and often surprising logic behind the cartoon universe and its mutability.Here that ability to change is evident not so much in objects transforming into something else -- even though there is a startling example or two here as in the sense that by drawing a pool table, Max has called into existence pool hall loungers and a world outside that drawn room. That sort of ""it makes sense after the fact"" logic is what makes this one a winner.",None,United States,N/A,7.4,18,tt0136302,N/A
Ko-Ko Smokes,1928,N/A,N/A,"Animation, Short, Comedy",Dave Fleischer,N/A,"Dave Fleischer, Max Fleischer",Max draws a big cigar and Ko-Ko and Fitz want to smoke it. Max's coworker smokes up a storm in the office until the fire marshal arrives.,"None, English",United States,N/A,7.0,11,tt0136303,N/A
Ko-Ko the Kid,1927,N/A,7 min,"Animation, Short, Comedy",Dave Fleischer,N/A,"Dave Fleischer, Max Fleischer","In live-action, Max and Dave Fleischer give Koko the Clown a beard; in trying to lose it, he seeks the Fountain of Youth...and sprays the entire city with its magic waters.",None,United States,N/A,5.9,26,tt0136307,N/A
Ko-Ko the Knight,1927,N/A,6 min,"Animation, Short, Comedy",Dave Fleischer,N/A,Max Fleischer,Max gives KoKo a stove to use as a suit of armor and sends him to save a fair maiden from a villainous knave.,None,United States,N/A,6.5,15,tt0136308,N/A
KoKo the Kop,1927,N/A,6 min,"Animation, Comedy, Short",Dave Fleischer,N/A,Max Fleischer,"Max makes Ko-Ko a policeman, charged with guarding a bone. When Fitz steals the bone under Ko-Ko's watch, a surreal foot chase ensues.",None,United States,N/A,7.3,39,tt0136309,N/A
Ko-Ko's Big Sale,1929,N/A,8 min,"Animation, Short, Comedy",Dave Fleischer,N/A,N/A,"An unidentified animator, drawing Koko and Fitz, is interrupted by an unsuccessful salesman. The clown and dog decide they could be better salesmen...with surrealist results.","None, English",United States,N/A,6.1,28,tt0136313,N/A
Ko-Ko's Catch,1928,N/A,6 min,"Animation, Short, Comedy",Dave Fleischer,N/A,Max Fleischer,"Max is preoccupied with his new secretary, so he keeps Ko-Ko and Fitz busy with whimsical coin-operated mechanical devices.",None,United States,N/A,6.0,26,tt0136314,N/A
Ko-Ko's Conquest,1929,N/A,8 min,"Animation, Short",Dave Fleischer,N/A,Dave Fleischer,"Unimpressed with the artist's tale of heroism, Ko-Ko saves a damsel in distress from drowning and later rescues her from the clutches of a mustached melodrama villain.","None, English",United States,N/A,6.1,39,tt0136316,N/A
Ko-Ko's Courtship,1928,N/A,7 min,"Animation, Short, Comedy",Dave Fleischer,N/A,Max Fleischer,"Max Fleischer's office boy, on an errand with a drawing of Koko the clown, stops to dally with a girl; Fitz the dog and Koko, loose in the live-action world, show him how in surrealist fashion.","None, English",United States,N/A,5.8,26,tt0136317,N/A
Ko-Ko's Earth Control,1928,N/A,6 min,"Animation, Short, Comedy",Dave Fleischer,N/A,N/A,"Koko the Clown and his dog Fitz walk into a building where levers that control various aspects of the Earth are located. After Fitz presses a particular lever, the world goes topsy-turvy and out-of-control.",English,United States,N/A,7.2,513,tt0136320,N/A
Ko-Ko's Field Daze,1928,N/A,N/A,"Animation, Short, Comedy",Dave Fleischer,N/A,Max Fleischer,Ko-Ko is up to his usual mischief as Max prepares to run a track race.,"None, English",United States,N/A,N/A,N/A,tt0136321,N/A
Ko-Ko's Germ Jam,1928,N/A,N/A,"Animation, Short, Comedy",Dave Fleischer,N/A,Max Fleischer,"While Max examines microbes in a microscope, Ko-Ko decides to use various germs to affect people's behavior.",None,United States,N/A,N/A,N/A,tt0136323,N/A
Ko-Ko's Harem Scarem,1929,N/A,8 min,"Animation, Short, Comedy",Dave Fleischer,N/A,N/A,An Arabian Nights potentate receives at last the magical bottle he desires...an inkwell from which Koko and Fitz emerge for adventures in the Sultan's harem.,"None, English",United States,N/A,5.6,39,tt0136324,N/A
Ko-Ko's Haunted House,1928,N/A,6 min,"Animation, Short, Comedy",Dave Fleischer,N/A,"Dave Fleischer, Max Fleischer","An artist creates a model haunted house for Ko-Ko, where there's a ghost behind every door. Ko-Ko and Fitz face a variety of spooks and are tormented by the actions of the artist, before Ko-Ko repays him in kind (with Max's help).",None,United States,N/A,6.9,65,tt0136325,N/A
Ko-Ko's Hot Dog,1928,N/A,N/A,"Animation, Short, Comedy",Dave Fleischer,N/A,"Dave Fleischer, Max Fleischer","Max and Dave eat hot dogs in the studio. Dave plays a trick on Fitz and they continue to antagonize each other. When Fitz is caught by a dogcatcher, Ko-Ko transforms into a dog to rescue him, but they both end up locked in a gas c...",English,United States,N/A,N/A,19,tt0136326,N/A
Ko-Ko's Hot Ink,1929,N/A,8 min,"Animation, Short",Dave Fleischer,N/A,Max Fleischer,"Max Fleischer draws Koko the clown with steaming ink; he and Fitz toil under a tropic sun, from which they escape to a live-action swimming pool for some malicious mischief.","None, English",United States,N/A,6.7,28,tt0136327,N/A
Ko-Ko's Hypnotism,1929,N/A,8 min,"Animation, Short, Comedy",Dave Fleischer,N/A,N/A,A live-action amateur hypnotist mesmerizes Koko the clown and Fitz the dog; but a witch teaches them how to take their revenge...,"None, English",United States,N/A,6.3,44,tt0136328,N/A
Ko-Ko's Kane,1927,N/A,6 min,"Animation, Short, Comedy",Dave Fleischer,N/A,Max Fleischer,"While Max tinkers with his multi-purpose cane/umbrella contraption, Ko-Ko and Fitz cause havoc inside the schematic diagram. Hijinks ensue when Ko-Ko and Fitz get their hands on the magical cane in the cartoon world.",None,United States,N/A,6.7,17,tt0136329,N/A
Ko-Ko's Kink,1928,N/A,6 min,"Animation, Short, Comedy",Dave Fleischer,N/A,N/A,N/A,None,United States,N/A,N/A,14,tt0136330,N/A
Ko-Ko's Klock,1927,N/A,6 min,"Animation, Short, Comedy",Dave Fleischer,N/A,Max Fleischer,"Max asks Ko-Ko to act as his alarm clock before going to sleep. While Max sleeps, Ko-Ko goes to work dressing Max for the next day and replacing his surroundings so he'll be ready to go when the alarm clock rings in the morning.",None,N/A,N/A,N/A,N/A,tt0136331,N/A
Ko-Ko's Magic,1928,N/A,9 min,"Animation, Short",Dave Fleischer,N/A,N/A,Ko-Ko the Clown's hijinks with a magic powder.,None,USA,N/A,N/A,10,tt0136334,N/A
Ko-Ko's Quest,1927,N/A,6 min,"Animation, Short, Comedy",Dave Fleischer,N/A,N/A,N/A,None,USA,N/A,N/A,N/A,tt0136336,N/A
Ko-Ko's Reward,1929,N/A,8 min,"Animation, Short",Dave Fleischer,N/A,Max Fleischer,"Max Fleischer keeps his little girl waiting while he draws Koko the clown and Fitz the dog, so she jumps into the drawing (by aid of Magic Ink) and joins them in a haunted-house adventure.","None, English",United States,N/A,6.5,29,tt0136337,N/A
Ko-Ko's Tattoo,1928,N/A,6 min,"Animation, Short, Comedy",Dave Fleischer,N/A,Max Fleischer,"Max draws a tattoo of a cat on his coworker, and Fitz chases the cat around when the tattoo comes to life.","None, English",United States,N/A,N/A,N/A,tt0136340,N/A
Ko-Ko's War Dogs,1928,N/A,6 min,"Animation, Short",Dave Fleischer,N/A,N/A,N/A,None,United States,N/A,N/A,13,tt0136341,N/A
Kokkovios kai Sparos sta dihtya tis Arahnis,1967,N/A,80 min,Comedy,Grigoris Grigoriou,Nikos Tsiforos,"Petros Giannakos, Alekos Tzanetakos, Nitza Avantagelou","The unorthodox scientist and designer of the ground-breaking invention known only as the ""Ray of Life"", meets his untimely death by the hand of a ruthless crime kingpin--the elusive and mysterious, ""Spider"". With the priceless handwritten formula in their possession, the professor's well-meaning but maladroit valets, Kokovios and Sparos, will soon find themselves in a frenzied cat-and-mouse game, as the evil Spider's henchmen want to get their hands on the note, at all costs. But, can two peaceful man-servants alone mess with an entire army of cut-throats?",Greek,Greece,N/A,N/A,N/A,tt0136343,N/A
Kolonaki: Diagogi miden,1967,N/A,83 min,Comedy,Stelios Zografakis,"Hristos Giannakopoulos, Giorgos Lazaridis","Mimis Fotopoulos, Takis Miliadis, Sotiris Moustakas","Much to their surprise, the snobbish inhabitants of an apartment building in the posh side of Athens, in glamorous Kolonaki, are up against their worst fear, as they have to welcome their newest neighbour: the low-class butcher and proud owner of the building's penthouse, Diamadis Karanabasis. However, can a mere commoner be equal to an aristocrat in every way? Before long, the haughty dwellers will learn a lesson in humility, as an unforeseen clandestine romance unites both worlds. Will Diamadis ever be accepted in this small community?",Greek,Greece,N/A,6.2,100,tt0136344,N/A
Kongo-Express,1939,N/A,90 min,"Romance, Adventure",Eduard von Borsody,"Johanna Sibelius, Eduard von Borsody, Ernst von Salomon","Marianne Hoppe, Willy Birgel, René Deltgen","Renate Brinkmann is a German lady on a railway journey in Africa. She is wooed by two very different men. One is a hard drinking, cocky French aviator, the other a sensitive German gentleman.",German,"Germany, Austria",N/A,6.5,31,tt0136345,N/A
Kontserto gia polyvola,1967,N/A,109 min,"Drama, War",Dinos Dimopoulos,Nikos Foskolos,"Jenny Karezi, Manos Katrakis, Kostas Kazakos","As World War II is brewing over Europe, Nicky, a diligent civilian aide to the Secretary of the Greek Army, is forced to play a dangerous game: In exchange for her only brother's life, she must collaborate with the enemy to deliver top-secret documents to the Italian agent, Franco Pizziolli. But, soon, as Nicky's shockingly treacherous clandestine affairs come to light, a new deal with the patriotic, yet cryptic officer, Major General Darius, will offer one last chance to redeem herself. Little by little, as the willing double agent becomes more and more entangled in a perilous and well-orchestrated ballet of counter-intelligence, an unforeseen complication in the person of the zealous captain, Alexis Theodorou, threatens to jeopardise the entire operation. Now, torn between desire and duty, Nicky must keep going for the country's sake; nevertheless, can love bloom on the battlefield?",Greek,Greece,N/A,6.0,274,tt0136346,N/A
My Daughter the... Liar!,1967,N/A,87 min,"Comedy, Romance",Stelios Tatasopoulos,Nestoras Matsas,"Mirka Kalatzopoulou, Errikos Briollas, Aris Malliagros","Dinos Apergis, a failed and bankrupt businessman, confides in his fiancée over the phone that he is contemplating suicide. However, after overhearing their sad conversation, Rita, a lovely but impecunious telephonist, decides to take action to avert the tragic outcome. As a result, Rita, along with two colleagues and best friends, follows him to Skiathos and introduces herself as the daughter of the wealthy Greek-American oil tycoon, Nick Pappas, unaware that he is already on the island with his girlfriend Mitsi, Dinos' ex-fiancée. Can Rita make Dinos see that love is closer than he thinks?",Greek,Greece,N/A,N/A,15,tt0136347,N/A
The Girl of Rage,1967,N/A,88 min,"Drama, Romance",Orestis Laskos,"Orestis Laskos, Thanos Leivaditis","Mema Stathopoulou, Thanos Leivaditis, Hristos Parlas","Bent on getting his hands on the familial house of the talented but impecunious painter, Dimitris, the wealthy land developer, Karanikas, and his equally ruthless son, Kosmas, use strong-arm tactics. When the cruel constructor's beautiful and compassionate daughter, Elsa, lays eyes on Dimitris, a whirlwind romance will begin, behind the backs of her father and brother. However, nothing remains hidden forever, and when Karanikas discovers Elsa's secret, Dimitris will have no other choice but to sell his only property. Can love bring understanding?",Greek,Greece,N/A,4.7,13,tt0136348,N/A
I koroidara,1967,N/A,92 min,Comedy,Kostas Karagiannis,Kostas Karagiannis,"Dinos Iliopoulos, Sasa Kastoura, Periklis Hristoforidis","The notorious philanderer and self-made industrialist Telis Birkas has decided to retire and pass the torch on to his right-hand man, Dinos. But to ensure his company's future, Birkas goes as far as to devise a plan to marry his beautiful daughter Angela off to shy Dinos; however, the young lady is only attracted to confident and experienced men. Now, to get out of the tight spot, reluctant Dinos agrees to pose as the old flame of the talented Greek actress Mariana Kourakou to rekindle Angela's interest. However, what happens if her jealous, old-school fiancée, Andreas Douzos, finds out the duo's harmless shenanigans?",Greek,Greece,N/A,4.7,62,tt0136349,N/A
The World Has Gone Mad...,1967,N/A,90 min,"Comedy, Romance",Errikos Thalassinos,"Errikos Thalassinos, Giorgos Lazaridis","Dinos Iliopoulos, Lilian Miniati, Alekos Tzanetakos","Sadly, despite his solemn vows of eternal love and devotion, the silver-tongued solicitor and incorrigible philanderer, Likourgos, is unfaithful to his fiancée, Keti. Under those circumstances, Keti has to act fast if she wants to walk down the aisle with her flawed beloved--and with this in mind--she hatches the perfect plan for retribution. Now, not one, but five ambitious suitors dream of winning young Keti's heart; however, this farce can't go on forever. Who will emerge victorious? Is it going to be Likourgos or will it be one of the hopeful competitors?",Greek,Greece,N/A,4.4,55,tt0136350,N/A
Koyla,1997,Not Rated,166 min,"Action, Drama, Musical",Rakesh Roshan,"Sachin Bhowmick, Ravi Kapoor, Anwar Khan","Shah Rukh Khan, Madhuri Dixit, Amrish Puri","Mute Shankar slogs day and night to satisfy the lust of wealthy businessman Raja Saab who has underworld contact. Raja Saab would like to marry the young and street-wise, Gauri, however Gauri would like to see a picture of her would be husband but is instead shown Shankar's picture, she immediately falls in love with him and agrees to marry but at the wedding altar, Gauri gets a shock when she sees Raja Saab, refuses to continue with the rituals of the marriage and is locked forever in a room. Circumstances forced Shankar and Gauri to elope but both is caught by Raja and his men, who beats Shankar and throw him to his death and Gauri is taken back to Raja Saab mansion and must undergo preparations to get married to him.",Hindi,India,3 nominations,6.2,"10,031",tt0136352,N/A
Der König von St. Pauli,1998–,N/A,622 min,"Crime, Drama",N/A,N/A,"Heinz Hoenig, Hilmar Thate, Hans Korte",The King of St. Pauli is a six-part television drama by Dieter Wedel.,German,Germany,2 wins,6.4,294,tt0136356,N/A
O Labiris enantion ton paranomon,1967,N/A,92 min,Crime,Giannis Gazis,Hristos Antoniadis,"Byron Pallis, Afroditi Grigoriadou, Hronis Exarhakos","A lawyer, Orestis Lambiris, is involved in the arrest of a spiral member who was trying to import a number of gems into Greece. But the smuggler's coil is kidnapping his fiancée in order to blackmail him.",Greek,Greece,N/A,N/A,9,tt0136358,N/A
Lady Godiva,1921,N/A,N/A,Drama,Hubert Moest,"Ernst Frank, Alfred Lord Tennyson, Arthur Rehbein","Ernst Deutsch, Wilhelm Diegelmann, Hedwig Pauly-Winterstein",A cruel Earl of England threatens to execute the father of the beautiful Lady Godiva if she does not agree to marry him. When the Earl plans to burn down her village she succeeds in changing his mind by promise to ride naked through town.,None,Germany,N/A,N/A,12,tt0136360,N/A
Aspasia's Dollars,1967,N/A,78 min,Comedy,Xenophon Fileris,Xenophon Fileris,"Mimis Fotopoulos, Nikos Rizos, Nikitas Platis","Wandering from neighbourhood to neighbourhood to sell their ineffectual products, the impecunious brothers and good-natured trio of pedlars, Lalakis, Petros and Yorgos, struggle to make ends meet. Determined to send their younger sibling, Leonidas, to university, the travelling salesmen often fall prey to con artists, and if that weren't enough, the police are always after them. But, more than anything in the world, the three brothers want to succeed, and start their own business. Can the boys' sister, Aspasia, lend a hand?",Greek,Greece,N/A,3.7,40,tt0136361,N/A
Lambada,1991,N/A,N/A,N/A,Fábio Barreto,N/A,Thiago Justino,N/A,Portuguese,Brazil,N/A,2.6,15,tt0136362,N/A
License to Thrill,1989,N/A,75 min,"Documentary, Sport",Greg Stump,N/A,"Mike Hattrup, Glen Plake, Scot Schmidt","In this musical ski film Greg Stump and cameraman Bruce Benedict go to incredible lengths to capture extreme skiers during their most harrowing, beautiful and even hilarious moments in places like Blackcomb, Jackson Hole and Squaw Valley. Featuring the music of legendary rock producer Trevor Horn, Nasty Rox Inc., Kissing the Pink, 808 State and Hoodlum Priest.",English,Canada,N/A,7.8,47,tt0136365,N/A
Lord of Misrule,1996,N/A,90 min,"Comedy, Drama",Guy Jenkin,Guy Jenkin,"Rosemary Martin, Emily Mortimer, Jeff Rawle","When the former Lord Chancellor finds himself in need of money, he writes an explosive autobiography full of scandal and threatens to sell it to the tabloid press.",English,United Kingdom,N/A,8.2,70,tt0136374,N/A
Love Me Deadly,1972,R,95 min,Horror,Jacques Lacerte,"Roger Wall, Robert Cleere, Jacques Lacerte","Mary Wilcox, Lyle Waggoner, Christopher Stone",A young socialite struggling to control her necrophiliac urges is torn between her affection for a kind businessman and the mortician who supplies her with bodies.,English,United States,N/A,5.5,709,tt0136376,N/A
Mai presus de orice,1978,N/A,84 min,Documentary,"Nicolae Margineanu, Dan Pita","Dan Pita, Nicolae Margineanu, Iosif Demian","Corneliu Dan Borcia, Nicolae Manolache, Dionisie Vitcu","Docu-drama about the earthquake in Romania, on March 4, 1977. The film was not broadcast in the country.",Romanian,Romania,N/A,8.1,33,tt0136381,N/A
Maltese Flamingo,1986,N/A,75 min,N/A,Greg Stump,N/A,"Mike Hattrup, Glen Plake","Ok, only for skiers, but if you ski, perfect! The plot is simple Swatch pay a group of American freestyle pro-skiers to be ski bums for a winter and make a film in the US and Europe. What sets this ahead of the pack is the '86 contemporary sound track. Music by Propaganda, Belouis Some and Devonsquare lift the film to a higher level. It's no surprise Stump later moved in to doing music videos.The skiing talent is top notch Hatrup stars, Plake appears for the 2nd half, and at least 4 of the others (Haslock, Ogren, Morrison and Whielland) were on the World Cup circuit at the time. The footage is excellent from the 1986 first Freestyle skiing world championships inTignes to the cliffs of Squaw Valley. Add in some superb skateboarding action from Tony Hawks and Lance Mountain in LA, a truly bizarre segment on sleeping bags, and various other comic lunacy. Just the last segment on Dune skiing lets the side down, kinda wished they'd cut that hence only 9 *s.As ski films go, it doesn't come better than this.",English,United States,N/A,7.8,24,tt0136383,N/A
The Man with the Punch,1920,N/A,19 min,"Short, Western",Edward Laemmle,"Burl Armstrong, W.C. Tuttle","Hoot Gibson, Jim Corey, Charles Newton",A stranger arrives in town with a note that he found that introduces him to the crooked Sheriff Jeff Sellers. It earns him the job of holding up the stage and planting evidence to frame Frank Lane. But the stranger has a plan that will incriminate the Sheriff instead.,"None, English",United States,N/A,N/A,N/A,tt0136384,N/A
Mané Garrincha,1978,N/A,13 min,Short,Fábio Barreto,N/A,N/A,N/A,Portuguese,Brazil,N/A,4.6,11,tt0136387,N/A
Meandre,1966,N/A,89 min,Drama,Mircea Saucan,Horia Lovinescu,"Margareta Pogonat, Mihai Paladescu, Dan Nutu","A genius architect is losing both professionally and when it comes to matters of the heart. A film about internal turmoils surfacing, about freedom of thought and action, originality, non-conformism and everything that opposes these things.",Romanian,Romania,N/A,7.2,189,tt0136393,N/A
Meine Nichte tut das nicht,1960,N/A,95 min,Comedy,Franz Josef Gottlieb,"Janne Furch, Maria von der Osten-Sacken, Theo Maria Werner","Cornelia Froboess, Fred Bertelmann, Margit Nünke","Since the death of her parents, 17-year-old Susanne Doren lives with her uncle Hannes. He was once a celebrated pop star, but retired from the public to take care of Susanne.",German,Austria,N/A,4.2,29,tt0136394,N/A
Memento,1996,N/A,15 min,"Short, Drama",Antonia D. Carnerud,"Antonia D. Carnerud, Peter Östlund","Rade Serbedzija, Nenad Cvetko, Anneli Meyerhed","Bloody images from Ex-Yugoslavia on the classic war theme of a son who has to leave his mother and his family home to go to war. One day, the son returns, in a tank, with orders to meaninglessly destroy his own village. He hesitates and for a brief moment the war stops before the tanks continue their deadly assault.",English,"Denmark, Canada, Croatia",N/A,7.2,111,tt0136397,N/A
"Merry Christmas, George Bailey",1997,N/A,60 min,Fantasy,Matthew Diamond,N/A,"Casey Kasem, Bill Pullman, Penelope Ann Miller, Nathan Lane","Performance of the 1947 Lux Radio version of ""It's a Wonderful Life"", taped live in the historic Pasadena Playhouse as a benefit for the Pediatric AIDS Foundation.",English,USA,N/A,7.1,117,tt0136399,N/A
Mimi and the Movers,1998,N/A,87 min,"Comedy, Drama",Linda Wendel,Linda Wendel,"Tammi Øst, Tina Gylling Mortensen, Michelle Bjørn-Andersen","Female talk show host invites her old fellow band members and their spouses (including her former lover) for a weekend in the country, but the reunion is less than joyful. An abrasive, annoying film filled with obnoxious characters that make no sense whatsoever, with dialogue reminiscent of crass feminist cinema of the 70'es. Not funny enough to work as a comedy, not serious enough to work as drama, the film is a car wreck and as erratic as its main character. Acted, written and directed with zero conviction. If you enjoy watching venomous couples arguing in front of their friends, this is the movie for you. Others beware. *½",Danish,Denmark,N/A,3.7,50,tt0136403,N/A
Mini-fousta kai karate,1967,N/A,79 min,Comedy,Vagelis Seilinos,"Vasilis Andreopoulos, Dimitris Giannoukakis, Giorgos Vrasivanopoulos","Giorgos Pantzas, Eleni Prokopiou, Sapfo Notara","Entrusted with writing the respectable Col. Leonidas Kolaris' biography, Petros, Madame Avra's youthful tenant, instead, he falls head over heels with the officer's beautiful niece, Teresa. In the meantime, Petros' friend, Ares, he, too, falls in love with the same girl--and somehow--all of them manage to meet in Petros' apartment, under the same roof with the ever-watchful and sour landlady. But, can one put love on hold?",Greek,Greece,N/A,4.7,60,tt0136406,N/A
Miracolul,1988,N/A,N/A,Drama,Tudor Marascu,Ion Baiesu,"Florin Anton, Marian Culiniac, Serban Ionescu",N/A,Romanian,Romania,N/A,6.6,16,tt0136407,N/A
