title,year,rated,runtime,genre,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes,imdb_id,metascore
Episode #15.16,2021,N/A,84 min,"Action, Sport",N/A,N/A,"Fabian Aichner, Marcel Barthel, Jasmine Benitez",N/A,"English, Japanese",United States,N/A,N/A,20,tt14090630,N/A
Saki,2009,TV-14,24 min,Animation,N/A,Ritsu Kobayashi,"Kana Ueda, Ami Koshimizu, Rie Kugimiya","A tenth-former wore out an old acquaintance by name Saki Miyanaga in the school club of mahjong only because that knew rules, and for a game the fourth was not enough. Certainly, Saki nothing such did not show and, winning back three circles, moved away modestly. But only president of club Hisa Takei noticed that a guest all three meeting had made off ""in a zero"" - that a chance in any way can not be.",Japanese,Japan,N/A,6.9,145,tt1409064,N/A
Shanguri ra,2009–,N/A,N/A,Animation,N/A,N/A,"Yui Ariga, Yuka Iguchi, Mikako Takahashi",N/A,Japanese,Japan,N/A,6.5,17,tt1409065,N/A
WWE NXT UK Prelude,2021,N/A,67 min,"Action, Sport",N/A,N/A,"Nino Anonimo, Tyler Bate, Kimberly Benson",N/A,English,"United Kingdom, United States",N/A,N/A,9,tt14090650,N/A
La famille,2021,N/A,27 min,"Drama, Romance",Shirley Monsarrat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,tt14090664,N/A
Tayutama: Kiss on my deity,2009–,N/A,N/A,"Animation, Action, Comedy",N/A,N/A,"Satoshi Hino, Noriko Rikimaru, Asami Shimoda","High School student Yuri Mito is the son of a family that presides over the local Shinto shrine. As Yuri performs a ritual to transfer a relic that hosts a fictional, supernatural race called Tayutai, he and his friends accidental...",Japanese,Japan,N/A,6.6,74,tt1409067,N/A
Pungi Daasa,2014,N/A,153 min,Drama,M.S. Sreenath,M.S. Sreenath,"Showkar Janaki, Komal Kumar, B.C. Patil",N/A,Kannada,India,N/A,N/A,N/A,tt14090672,N/A
Tiâzu to tiara,2009–,TV-PG,N/A,"Animation, Action, Adventure",N/A,N/A,"Illich Guardiola, John Swasey, Chris Ayres",In a world resembling the middle age a girl Riannon is set to be sacrificed to appease a ressurected demon Lord arawn as her brother attempts to rescue her,Japanese,Japan,N/A,6.5,212,tt1409068,N/A
Univer,2008–2011,N/A,25 min,Comedy,N/A,"Vyacheslav Dusmukhametov, Semyon Slepakov","Mariya Kozhevnikova, Valentina Rubtsova, Andrey Gaydulyan","Sasha, the son of oligarch Sylvester Sergeev, escapes from a university in England, where he had studied finance, and enrolls in the Astronomy Department of the Physics Faculty of MVGU, a university in Moscow. Sylvester wants Sasha to return to his former life, but Sasha believes that he must achieve everything by himself and refuses financial support from his father. Meanwhile, students living with Sasha go through various entertaining situations and build long-lasting relationships.",Russian,Russia,N/A,5.1,"1,450",tt1409069,N/A
Amhi Doghe Raja Rani,1986,N/A,N/A,"Comedy, Drama",Kamalakar Torne,"Anand Jadhav, Shantaram Nandgaonkar, Prabhakar Tamhane","Vicky Bendre, Laxmikant Berde, Atmaram Bhende","Omkar Thakur won't help his graduate son Raja in getting a job because he believes that Raja should find an employment on his merits. As a result, Raja is forced to visit various employment agencies. At one such agency, he bumps into Madhurani, the daughter of a hotel-owner who is also looking for work. Whileon the hunt for a job, the two find love instead and decide to tie the knot. Obstacles arise when Madhurani is hired by Raja's father as his personal secretary and he instantly decides that she will be the right girl for Raja. Raja unaware about Madhurani's boss tries to poison her mind against him. On the other hand, Omkar Thakur suspects that Madhurani is seeing some boy not realizing that the boy is none other than Raja so, he tries to create hurdles in her path. From here on begins a roller-coaster ride in their lives with one comical situation following another.",Marathi,India,N/A,6.6,22,tt1409073,N/A
Aplinkkelis,2009,N/A,30 min,Short,Lawrence Tooley,"Miriam Bliese, Lawrence Tooley","Liubomiras Lauciavicius, Marisa Growaldt, Michael Lützkendorf, Linas Burneika",N/A,"German, Lithuanian",Germany,1 win.,6.9,8,tt1409075,N/A
Bene! Quattro diversi modi di morire in versi: Majakovskij-Blok-Esènin-Pasternak,1977,N/A,80 min,Documentary,Carmelo Bene,"Vladimir Mayakovsky, Aleksandr Blok, Sergei Esenin",Carmelo Bene,N/A,Italian,Italy,N/A,8.4,15,tt1409076,N/A
Bhagya Chakra,2008,Not Rated,145 min,Romance,Basant Sahu,Bijoy Krishna,"Anu Choudhury, Mihir Das, Hadu",N/A,Bengali,India,N/A,4.6,11,tt1409077,N/A
Biyer Lagna,2008,Not Rated,165 min,Drama,F.I. Manik,Anan Zaman,"Ferdous Ahmed, Rachana Banerjee, Biplab Chatterjee","Rajib is a big business tycoon. He has two sons .One is Sagar and the younger one is Akash. One day when an young urban girl called Mitu travelling with her friends, meets Akash at the middle of the road. But they started to point fingers at each other. After some days Sagar tells Akash to find Dr. Mahim for their father's illness. So Akash traces that address and meets Dr. Mahim. But at the same time he realizes that Mitu is the younger daughter of their family physician Dr. Mahim. On the other hand Akash Liked her elder daughter and tells his dad to tie the knot of Her and Sagar. Rajib and Mahim both became jubilant after hearing that news. But after that marriage Rajib faces some losses. At the same time she became pregnant. But at last they face a big loss and everybody blames the fortune of her and one day ritu has to left from their home. The whole family disintegrates. Then Akash took the charge of the whole thing when his father became ill and Sagar became addicted. He solves all problems and reunite the family. Watch the full movie, Bear Lagna, only on Eros Now.",Bengali,"Bangladesh, India",N/A,7.0,12,tt1409078,N/A
Charlie Noades R.I.P,2011,N/A,102 min,Comedy,Jim Doyle,Neil Fitzmaurice,"Neil Fitzmaurice, John Thomson, John McArdle","I watched this film earlier this evening, absolutely bloody fantastic enjoyed it from opening credits to walking out of the theatre. Original, witty, topical plot with twists and turns. If you enjoy a splash of Scouse humour and you enjoyed even a hint of delight watching Phoenix Nights, then this clearly is a must for you.A refreshing change from the southern based, every man and his dog is a gangster films that British cinema is littered with. A lot of house hold names to be spotted in this captivating tale, special mention goes to a baldy bloke who appears in the last five minutes of the film...an up and coming star by the name of Colin Havey !Find where this is showing, get off your sofas and watch it !",English,United Kingdom,N/A,7.5,52,tt1409084,N/A
Dime que yo,2008,N/A,14 min,Short,Mateo Gil,"Mateo Gil, Xisela López","Fele Martínez, Judith Diakhate, Carolina Bang","HE and SHE meet exactly at the same time they break up with their own couples. Is it possible for two strangers to begin a conversation, arguing until they get hoarse, and passionately reconcile as if they were a couple in the end?",Spanish,Spain,3 wins,6.6,94,tt1409085,N/A
Kwatle Satisha,2014,N/A,N/A,Drama,Mahesh Rao,Mahesh Rao,"Chikkanna, Achyuth Kumar, Sathish Neenasam",N/A,Kannada,India,N/A,N/A,10,tt14090856,N/A
Drew Hastings: Irked & Miffed,2008,Not Rated,62 min,Comedy,Michael Drumm,Drew Hastings,Drew Hastings,"At 6'6"" tall, clad in a tailored black suit and trademark black horn-rimmed glasses, Drew Hastings is a commanding presence on the stage. As he launches into his personal study of the complex human condition, the irregularities and uncertainties of misguided love, and his earnest attempts at farming, he is hilarious, insightful and deeply self-deprecating. Drew has been a regular guest on the syndicated Bob and Tom Radio Show and All-Star Theatre Tour, and he has years of stand up experience in clubs all across the country. His seasoned comedic talent pays off big in his first long-awaited comedy special! Articulate yet acerbic, Drew Hastings is a raconteur with plenty of stories to tell. Irked &amp; Miffed will leave you anything but.",English,United States,N/A,6.5,34,tt1409087,N/A
Ek Bar Bolo Uttam Kumar,2009,N/A,160 min,Comedy,Chinmoy Roy,N/A,"Parambrata Chattopadhyay, Mumtaz Sorcar, Diganta Bagchi","Kyabla (Parambrato Chatterjee), who lives in the slums, and falls for rich girl Bobby (Mumtaz Sorcar). Bobby loves Prem (Diganta Bagchi) and hates Kyabla. But Kyabla, who is obsessed with Uttam Kumar's films, won't give up easily.",Bengali,India,N/A,7.7,15,tt1409088,N/A
Everybody Dies,2009,Not Rated,76 min,Action,Josh Evans,Josh Evans,"Sergio d'Amato, Federico Galavis, Joanne Baron","Veteran hitman Jake Lead has second thoughts about knocking off his latest target - Nina Conrad, a tough-talking loner with lots to hide. When he tracks her down, he immediately feels an unusual connection and becomes determined to keep her alive...at any cost. Soon Jake and Nina are on the run, their need for each other growing as they lead a bloody rampage through Los Angeles.",English,United States,N/A,2.4,234,tt1409090,N/A
Undu Hoda Kondu Hoda,1992,N/A,136 min,N/A,Nagathihalli Chandrashekar,Nagathihalli Chandrashekar,"Anjali, Shankanada Aravind, Tennis Krishna",A cow inspector comes to a village and be fools innocent villagers to win their trust by playing his vicious tricks on them.,Kannada,India,N/A,N/A,9,tt14090900,N/A
Princess and the Pirate Puppy/Caracol Cove,2020,TV-Y,22 min,"Animation, Action, Adventure",N/A,"Niki Lopez, Leslie Valdes, Valerie Walsh Valdes","Kevin Chacon, Alyssa Cheatham, Justice Quiroz",Santi and crew will have to team up with a pirate puppy to stop Bonnie Bones and save an old friend. Enrique's new gold-digging machine threatens Lorelai's home.,N/A,N/A,N/A,N/A,9,tt14090924,N/A
Episode #18.24,2021,N/A,N/A,"Action, Sport",N/A,N/A,"Chad Allegra, Ace Austin, Carlene Begnaud",N/A,English,United States,N/A,N/A,9,tt14090930,N/A
Countdown to Impact! Plus Hardcore Justice 2021,2021,TV-14,120 min,"Action, Sport",N/A,N/A,"Chad Allegra, Ace Austin, Carlene Begnaud",N/A,English,United States,N/A,N/A,11,tt14090932,N/A
Countdown to Impact! Wrestling Rebellion 2021,2021,TV-14,120 min,"Action, Sport",N/A,N/A,"Chad Allegra, Don Callis, A.C. Connor",N/A,English,United States,N/A,N/A,9,tt14090934,N/A
Episode #18.26,2021,N/A,N/A,"Action, Sport",N/A,N/A,"Chad Allegra, Ace Austin, Carlene Begnaud",N/A,English,United States,N/A,N/A,8,tt14090936,N/A
Friends,2002,N/A,179 min,Comedy,M.D. Sridhar,"B.A. Madhu, M.D. Sridhar","Master Anand, Rekha Das, Mimicry Dayanand",N/A,Kannada,India,N/A,N/A,5,tt14090954,N/A
Episode #1.6,2021,N/A,N/A,Romance,Noppharnach Chaiwimol,"Noppharnach Chaiwimol, Pongset Laksamipong","Watthanasetsiri Pirapat, Sahaphap Wongratch, Kinuko Agami",N/A,Thai,Thailand,N/A,N/A,36,tt14090960,N/A
Episode #1.7,2021,N/A,N/A,Romance,Noppharnach Chaiwimol,"Noppharnach Chaiwimol, Pongset Laksamipong","Watthanasetsiri Pirapat, Sahaphap Wongratch, Kinuko Agami",N/A,Thai,Thailand,N/A,N/A,73,tt14090962,N/A
Episode #1.8,2021,N/A,N/A,Romance,Noppharnach Chaiwimol,"Noppharnach Chaiwimol, Pongset Laksamipong","Watthanasetsiri Pirapat, Sahaphap Wongratch, Sarunchana Apisamaimongkol",N/A,Thai,Thailand,N/A,N/A,38,tt14090964,N/A
Episode #1.9,2021,N/A,N/A,Romance,Noppharnach Chaiwimol,"Noppharnach Chaiwimol, Pongset Laksamipong","Watthanasetsiri Pirapat, Sahaphap Wongratch, Sarunchana Apisamaimongkol",N/A,Thai,Thailand,N/A,N/A,39,tt14090966,N/A
Episode #1.10,2021,N/A,N/A,Romance,Noppharnach Chaiwimol,"Noppharnach Chaiwimol, Pongset Laksamipong","Watthanasetsiri Pirapat, Sahaphap Wongratch, Thanawat Rattanakitpaisan",N/A,Thai,Thailand,N/A,N/A,40,tt14090968,N/A
History of BoA 2000-2002,2003,N/A,280 min,"Biography, Music","Cheol-ha Lee, John H. Lee",N/A,"BoA, Cheol-ha Lee, Soo-Man Lee",N/A,Korean,South Korea,N/A,8.2,5,tt1409097,N/A
"Get ready to die, Mini",2021,Not Rated,25 min,Thriller,Arjun Srivastava,Novoneel Chakraborty,"Anuja Joshi, Mrinal Dutt, Darshana Banik, Nikhita Chopra","Rivanah moves in with Danny. They are joined by Danny's best friend Nitya, who is trying to move on from a bad break up. Meanwhile, Rivanah discovers that Hiya is still alive. Before she could find out more, she is attacked.",N/A,N/A,N/A,8.2,13,tt14090972,N/A
Inamorata,2004,N/A,29 min,"Short, Drama",Robert A. Cuadra,Robert A. Cuadra (story),"E.C. Burke, Ronel Golden, Vincent Leon","An ambiguous phone message ignites a young woman's curiosity as she contemplates the solidity of her relationship with a withdrawn writer. Her suspicions lead to his study: and two objects - a tragic painting and his unfinished story - that may answer the questions, which she never planned on knowing",English,USA,3 wins.,7.6,8,tt1409100,N/A
Kindari Jogi,1989,N/A,133 min,Fantasy,V. Ravichandran,"V. Ravichandran, Renuka Sharma, Sriranga","Abhinaya, Master Anand, Shankanada Aravind",N/A,Kannada,India,N/A,N/A,10,tt14091016,N/A
The Treasure in the Sky/Sidekick Switcheroo,2021,TV-Y,22 min,"Animation, Short, Action",Christofer Graham,"Niki Lopez, Leslie Valdes, Valerie Walsh","Kevin Chacon, Alyssa Cheatham, Justice Quiroz","After finding a cosmic treasure map, Santiago and crew take to the stars to track the treasure down. During a high seas scuffle, Kiko and Sir Butterscotch swap places!",N/A,N/A,N/A,N/A,5,tt14091022,N/A
Janmadata,2008,N/A,165 min,Drama,Swapan Saha,N/A,"Kaushik Banerjee, Rachana Banerjee, Shankar Chakraborty","Two close friends turn into foes. With time, will their grandchildren be able to end this family feud?",Bengali,India,N/A,6.9,15,tt1409103,N/A
Godzilla vs. Kong,2021,N/A,120 min,"Action, Sport",N/A,N/A,"Chad Allegra, Darby Allin, Schuyler Andrews",Jurassic Express vs. Bear Country. TNT Title Match: Darby Allin vs JD Drake. Jon Moxley &amp; AEW World Tag Champs The Young Bucks vs AEW World Champ Kenny Omega &amp; The Good Brothers. The Bunny vs Tay Conti.,English,United States,N/A,N/A,42,tt14091030,N/A
Episode #2.28,2021,N/A,N/A,"Action, Sport",N/A,N/A,"Chad Allegra, Darby Allin, Brock Anderson",AEW tag title match: Young Bucks vs Pac &amp; Rey Fenix. Dax Harwood vs Jericho featuring Mike Tyson as special enforcer. Kris Statlander vs Amber Nova. Anthony Ogogo in action. Red Velvet vs Jade Cargill. Christian Cage in action. TNT title match: Darby vs Matt Hardy.,English,United States,N/A,N/A,27,tt14091032,N/A
Episode #2.30,2021,N/A,120 min,"Action, Sport",N/A,N/A,"Orange Cassidy, Michael Cuellari, Olivia Hasley, Matthew Korklan",Penta vs Orange Cassidy. Statlander vs Penelope Ford. AEW tag title match: Young Bucks vs Matt & Mike Sydal. Nightmare Family vs The Factory. The Parley: Inner Circle & The Pinnacle. Brian Cage vs Hangman Page.,English,USA,N/A,N/A,N/A,tt14091034,N/A
Episode #2.29,2021,N/A,N/A,"Action, Sport",N/A,N/A,"Alex Abrahantes, Chad Allegra, Darby Allin",Mox &amp; Kingston return. TNT title match: Darby vs Jungle Boy. AEW Women's Title match: Hikaru Shida vs Tay Conti. Ricky Starks vs Hangman Page. Penta vs Trent. MJF &amp; Jericho's rivalry heat up ahead of Blood &amp; Guts.,English,United States,N/A,N/A,28,tt14091036,N/A
Jaulas,2009,N/A,5 min,"Animation, Short",Juan J. Medina,Juan J. Medina,"Angel Lopez, Alfredo Sanchez",N/A,Spanish,Mexico,9 wins,7.4,42,tt1409104,N/A
Meerkat: A Dynasties Special,2020,N/A,58 min,Documentary,Emma Napper,N/A,David Attenborough,"A film following a young meerkat queen living in the harsh beauty of the Makgadikgadi salt pans. If her new pups are to survive, she must unite her family in the face of rivals, predators and immense dust storms.",English,United Kingdom,N/A,N/A,29,tt14091044,N/A
Ramachari,1991,N/A,147 min,Romance,D. Rajendra Babu,P. Vasu,"Girija Lokesh, Mysore Lokesh, Malasri, Prakash Raj",N/A,Kannada,India,N/A,N/A,N/A,tt14091054,N/A
Juntos,2009,N/A,73 min,Drama,Nicolás Pereda,Nicolás Pereda,"Francisco Barreiro, Luisa Pardo, Gabino Rodríguez","Gabino, Luisa, and Paco live in a small apartment in Mexico City. They don't have cold water, their refrigerator has just broke, and their dog has gone missing. When tensions in the house begin to rise, they decide to take a trip to the forest.",Spanish,"Mexico, Canada",1 win,5.8,126,tt1409106,N/A
Kalishankar,2007,N/A,145 min,"Action, Drama, Romance",Prashant Nanda,Prashant Nanda,"Masud ibn Abdullah, Victor Banerjee, Shankar Chakraborty",N/A,Bengali,India,N/A,3.8,21,tt1409107,N/A
Dollu,2022,N/A,106 min,Drama,Sagar Puranik,"Shreenidhi Ds, Sagar Puranik","Dr. Prabhudeva D.S, Gangadhar, Gowtham","It captures the struggle of Bhadra, a Dollu drummer and dancer who is trying to regroup his Dollu team to keep the age-old traditions alive. What will happen when urbanization affects this small village and its indigenous artform.",Kannada,India,4 wins,7.9,"2,243",tt14091152,N/A
Nater Guru,2003,Not Rated,145 min,"Comedy, Drama, Romance",Haranath Chakraborty,"Samaresh Basu, Manotosh Chakrabarty","Jeet, Koyel Mallick, Ranjit Mallick","A man tries to bring together his girlfriends' parents, who have been estranged for fifteen years because of disagreements, misunderstandings, and pride.",Bengali,India,N/A,6.3,198,tt1409116,N/A
Nevenka: Breaking the Silence,2021,TV-14,114 min,"Documentary, Crime",N/A,N/A,Nevenka Fernández,"The story of the first sexual harassment case in Spain was a scandal. Nevenka Fernández, its protagonist, discusses it in this documentary.",Spanish,Spain,1 nomination,6.9,788,tt14091172,N/A
Bob the Drag Queen,2021,N/A,N/A,"Comedy, Talk-Show",N/A,"Romen Borsellino, Chelsea Davison, Sabeeh Jameel","Lilly Singh, Caldwell Tidicue",Bob the Drag Queen;,N/A,N/A,N/A,3.3,20,tt14091178,N/A
Nickelodeon Kids' Choice Awards 2009,2009,N/A,90 min,Family,"Beth McCarthy-Miller, Adam Vetri",N/A,"Dwayne Johnson, David Archuleta, Casandra Ashe","Yeah. It's official. Nick is dead. The bad shows, bland humor, reruns in disguise, and mediocre magazines were it's cardiac arrest. This was a nail in the coffin. The day of children's quality animation is over. Better start watching The Simpsons.What? What's wrong? Well every-. Oh. In detail. Okay. So first off was the opening showing The Rock (or Dwayne Johnson) on a ""Mission"" to deliver the orange blimps to the KCA. He gets out of a Men in Black type car and catches his clothes in the door ripping them off only leaving his underwear. Very *cough**groan**grunt* original. So after five minutes bad acting he finally passes out an award. Speaking of awards, the voting was rigged. I know it. The best movie award candidates were Iron Man, The Dark Knight, Ga- I mean High School Musical, and Bedtime stories. There were plenty of better movies this year. But then I saw the winner. This person in a red wig did a cartwheel onto the stage and the back of the shirt said: HSM3. Over the Dark Knight. Over Iron Man. Over Bedtime st- actually that movie was bad. ARE YOU KIDDING ME!!!??! The rest of this was BS. When they opened chests for awards they would get sprayed with slime or not have the winner inside. Then some gimmicky gymnast or rope- swinger or machine or whatever would come on stage with the award after five minutes of jumping around. This happened in every single award except one. Also, the budget was lower this year. I had DVR and fast forwarded through the speeches and skits but also through a few awards because they didn't bother to screen the nominees. Over all the voting was rigged, the acting was bad, the humor was not humor and I did not enjoy this at all. Avoid it like the plague. Do it next year too.",English,United States,N/A,6.7,124,tt1409118,N/A
Tracee Ellis Ross #2,2021,N/A,N/A,"Comedy, Talk-Show",N/A,"Romen Borsellino, Chelsea Davison, Sabeeh Jameel","Lilly Singh, Henry Dittman, Mara Junot","Actress Tracee Ellis Ross (""Black-ish"");",N/A,N/A,N/A,N/A,15,tt14091180,N/A
Randall Park,2021,N/A,30 min,"Comedy, Talk-Show",N/A,Sabeeh Jameel,"Lilly Singh, Randall Park","Actor Randall Park (""WandaVision"");",N/A,N/A,N/A,3.8,6,tt14091182,N/A
Beth Behrs,2021,N/A,30 min,"Comedy, Talk-Show",N/A,Sabeeh Jameel,"Lilly Singh, Beth Behrs","Actress Beth Behrs (""The Neighborhood"");",N/A,N/A,N/A,2.9,7,tt14091184,N/A
The Slow Game,2009,N/A,10 min,"Short, Sport",Paolo Sorrentino,"Umberto Contarello, Paolo Sorrentino","Monica Dugo, Roberto Bernardini, Renato Gnani","A stylistic and unusual exercise by director Paolo Sorrentino capturing a decisive rugby match, with a father and son playing for the same team. It involves the team's preparation, their concentration and some peaceful moments before the awaited match, spectacularly filmed and showing the beauty and the dynamics of rugby.",Italian,Italy,2 wins & 1 nomination,6.5,198,tt1409120,N/A
Paula Peril: Mystery of the Crystal Falcon,2009,PG,19 min,"Short, Action, Mystery",Savvy Lorestani,"James Watson, Savvy Lorestani","Valerie Perez, Marla Malcolm, Benjamin Lamm","When a high society auction is interrupted by the brazen theft of the mysterious Crystal Falcon, investigative reporter Paula 'Peril' Perillo and photographer Jimmy Smith team up to get the story. Paula's beautiful rival Veronica Vilancourt does some sleuthing of her own, and soon all of them find themselves endangered by an ancient evil.",English,United States,N/A,7.1,20,tt1409121,N/A
Greta Thunberg: The Voice of the Future,2020,N/A,56 min,Documentary,Jordan Hill,Jordan Hill,"Bryan Olson, Joeri Rogelj, Greta Thunberg","From extreme weather to complete environmental destruction, the impacts of climate change can no longer be ignored as day by day our world ticks closer to oblivion. Despite the actions of world leaders the planet is slowly dying and time is running out. When all hope is lost an unlikely voice emerges from the darkness- Greta Thunberg. This is the incredible true story of how the actions of one Swedish teenager went on to inspire a global movement that has pushed the fight for real action against climate change further than ever before. No one is too small to make a difference and never before has that been clearer.",English,"Australia, United Kingdom",N/A,3.3,142,tt14091210,N/A
Kanabadutaledu,2021,N/A,115 min,"Crime, Thriller",Balaraju M.,Balaraju M.,"Kishan Aanapu, Nag Akhil, Shyam Boddeti",A police officer is looking to solve the mystery of an unidentified body. A couple who're unhappy in their marriage go looking for answers in their past. A detective has the answers they all need.,Telugu,India,N/A,5.6,238,tt14091214,N/A
Il premio,2009,N/A,10 min,"Short, Comedy",Ermanno Olmi,Ermanno Olmi,"Stefania Berselli, Maral Kinran, Matteo Bessone",N/A,Italian,Italy,N/A,5.9,36,tt1409122,N/A
"Private Blockbusters 1: Jason Colt, Mystery of the Sexy Diamonds",2007,N/A,100 min,Adult,Juan Carlos Jesus Villalobos,N/A,"Annie Cruz, Jeff Holmes, Cindy Crawford, Courtney Simpson",N/A,English,Spain,N/A,N/A,N/A,tt1409123,N/A
Private Blockbusters 2: DownWard Spiral,2008,Unrated,115 min,"Adult, Mystery","Frank Major, Andrew Youngman",N/A,"Sandy, Zsuzsa Tanczos, Simony Diamond, Kyra Black","Sandy's living a normal happy life with her wealthy husband, working as a flight attendant. One day, after landing, she catches a taxi to her hotel and the creepy taxi driver takes Sandy to...",English,UK,N/A,7.9,16,tt1409124,N/A
Episode #2.2,2021,N/A,63 min,"Crime, Drama, Mystery","Dong Min-joo, Park Soo-Jin",Kim Soon-ok,"Kim So-yeon, Kim Yoo-jin, Uhm Ki-joon","When Yoon Chul introduces Yoon Hee as his wife, everyone feels shocked, especially Eun Byeol. Seo Jin can't stop thinking about Yoon Chul and it leads Seo Jin and Dan Tae to have a huge fight.",Korean,South Korea,N/A,N/A,50,tt14091246,N/A
Episode #2.3,2021,N/A,73 min,"Crime, Drama, Mystery","Dong Min-joo, Park Soo-Jin",Kim Soon-ok,"Kim So-yeon, Kim Yoo-jin, Uhm Ki-joon","Seo Jin gets mad at Secretary Do for letting Yoon Hee take revenge on her. Dan Tae also notices that Seo Jin is hiding something from him. Meanwhile, Ro Na decides to make her move after Yoon Hee confesses a sin.",Korean,South Korea,N/A,N/A,45,tt14091248,N/A
SEXth Element,2008,N/A,120 min,Adult,Milk & Drew,N/A,"Aletta Ocean, Black Angelika, Trisha Brill, Kyra Black",N/A,English,UK,N/A,6.9,7,tt1409125,N/A
Episode #2.4,2021,N/A,68 min,"Crime, Drama, Mystery","Dong Min Joo, Park Soo-Jin",Soon-ok Kim,"Kim So-yeon, Kim Yoo-jin, Uhm Ki-joon","Ro Na comes back to Cheong Ah Arts High School. Ma Ri gets furious when she finds out her daughter, Jenny, is being bullied by Seok Kyung and her friends.",Korean,South Korea,N/A,N/A,51,tt14091254,N/A
Billionaire,2008,N/A,135 min,Adult,Alessandro del Mar,N/A,"Nesty, Simony Diamond, Kathia Nobili, Renata Black",N/A,English,UK,1 nomination.,6.4,8,tt1409126,N/A
