title,year,rated,runtime,genre,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes,imdb_id,metascore
Life in the Andes,1952,N/A,8 min,"Documentary, Short",N/A,N/A,James A. FitzPatrick,"The Andes Mountains travel the western side of South America. Unlike many other mountain ranges of their altitude, the Andes do support human life on their high altitude slopes. Modern life is slowly making its way to the high altitude Andes, but the natives for the most part continue with the traditional ways of their ancestors, growing limited crops such as beans and potatoes - where the crop originated - raising sheep and pigs, and living in crude huts. The llama is the most useful of their work animals. The most conspicuous aspect of the native dress is their derby hats, the origins which are unknown. Further down the slopes, agriculture and ranching is more productive and is carried out by descendants of the Spanish settlers. There is a famous lake district in the Chilean part of the Andes, where resort hotels are located. The appropriately named Chile is derived from an Indian word for snow. As such, winter sports, especially skiing, are popular in the area. Osorno may be considered the most beautiful mountain in the range for its near perfect cone shape, reminiscent of the more famous Mount Fuji.",English,United States,N/A,6.1,74,tt1623263,N/A
Cheonsaneun Baileoseu,2021,N/A,114 min,Drama,Seong-jun Kim,N/A,"Moo-Song Jeon, Kim Jeong-yeong, Hee-chang Kim",N/A,Korean,South Korea,N/A,N/A,N/A,tt16232730,N/A
Monster Dicks for Young Chicks 6,2010,N/A,N/A,Adult,Simon Wolf,N/A,"Mark Ashley, Chris Cannon, Mark Davis, Jenna Haze",N/A,N/A,N/A,N/A,6.0,6,tt1623274,N/A
Natural Wonders of Washington State,1939,N/A,9 min,"Documentary, Short",N/A,N/A,James A. FitzPatrick,N/A,English,United States,N/A,6.0,19,tt1623278,N/A
Night Club,2011,N/A,95 min,Comedy,Sam Borowski,"Larry Delrose, Tom Hass","Ernest Borgnine, Zachary Abel, Natasha Lyonne","Three friends, Justin, Chris and Nikki, decide to start their own Night Club, after taking a job working the night shift in a retirement home to put themselves through USC. They get a lot of help from one of the home's residents, Albert, who claims he used to run the hottest night club in Los Angeles for decades. As Justin tries to win the affections of a college mate April, Albert, Chris and Nikki, have the time of their lives throwing college parties attended by senior citizens, and a few famous singers/comedians.",English,United States,16 wins & 3 nominations,6.0,259,tt1623280,N/A
ParaNorman,2012,PG,92 min,"Animation, Adventure, Comedy","Chris Butler, Sam Fell",Chris Butler,"Kodi Smit-McPhee, Tucker Albrizzi, Anna Kendrick","In the town of Blithe Hollow, Norman Babcock is a boy who can speak to the dead, but no one besides his eccentric new friend, Neil, believes his ability is real. One day, Norman's estranged eccentric uncle tells him of an important annual ritual he must take up to protect the town from a curse cast by a witch it condemned centuries ago. Eventually, Norman decides to cooperate, but things don't go according to plan. Now, a magic storm of the witch threatens Blithe Hollow as the accursed dead rise. Together with unexpected new companions, Norman struggles to save his town, only to discover the horrific truth of the curse. With that insight, Norman must resolve the crisis for good as only he can.",English,"United States, United Kingdom",Nominated for 1 Oscar. 19 wins & 46 nominations total,7.0,"116,181",tt1623288,72
Lizzo's Watch Out for the Big Grrrls,2022–,TV-14,1 min,Reality-TV,N/A,N/A,"Lizzo, Sydney Bell, Asia Banks","Superstar Lizzo is on the hunt for confident, badass women to join her world tour, and only the most talented dancers will have what it takes to twerk it out on world stages with her and join in the ranks of the elite BIG GRRRLS.",English,United States,Won 3 Primetime Emmys. 8 wins & 11 nominations total,6.4,"1,752",tt16232892,N/A
Family,2021,N/A,N/A,Reality-TV,Josh Barnett,N/A,"Colton Underwood, Gus Kenworthy","Colton's next chapter begins as he opens up to his mom and plans for more conversations. Also, friend and Olympic athlete Gus Kenworthy offers his advice.",N/A,N/A,N/A,7.0,75,tt16232902,N/A
Polidor al club della morte,1912,N/A,10 min,"Short, Comedy",N/A,N/A,Polidor,"A bizarre little comedy in which Italian comic Polidor dreams he is a member of a morbid club whose members draw cards to see which of them will commit suicide. Naturally, Polidor draws the losing card and is ushered into a room filled with paraphernalia for taking your life. The little comic mugs for all he's worth but struggles to wring many laughs from the grotesque scenario.","None, Italian",Italy,N/A,5.2,17,tt1623291,N/A
Rainbow Canyons,1935,Approved,8 min,"Documentary, Short, History",Ruth FitzPatrick,James A. FitzPatrick,James A. FitzPatrick,"This entry in the FitzPatrick Traveltalks zooms in on Nevada's famous Rainbow Canyon (singular canyon). Mr. FitzPatrick shows the former home of the Pioneer and Indian as it was in 1935, with all the splendor of the rugged gorges, mountain peaks, and the rock formations chiseled by nature thousands of years ago.",English,United States,N/A,6.5,73,tt1623296,N/A
Road Queen 13,2009,N/A,N/A,Adult,Dan O'Connell,N/A,"Dana DeArmond, Deauxma, Evie Delatosso, Allie Haze",N/A,English,USA,N/A,N/A,N/A,tt1623302,N/A
"Rose, c'est Paris",2010,N/A,94 min,"Documentary, Drama",Serge Bramly,N/A,"Inge van Bruystegem, Virgile Bramly, Eva Vik","Photographer Bettina Rheims and Serge Bramly evoke the City of Light in a completely novel way: this is a Paris of surrealist visions, confused identities, artistic phantoms, unseen manipulation, obsession, fetish, and seething de...",French,France,N/A,5.8,115,tt1623305,N/A
Rural Sweden,1938,Approved,10 min,"Documentary, Short",N/A,N/A,James A. FitzPatrick,"This travelogue of rural Sweden begins in the ancient walled town of Visby, located on the island of Gotland in the Baltic Sea. It once held great importance as the gateway between east and west in the commercial trading route. Today, it is known more as a tourist site highlighting its ancient glories and natural pleasures, and as an artist colony. Moving onto the mainland, the next stop is Gripshold Castle, named after its builder. Many of the residents of the area don old fashioned colorful garb, they who demonstrate a folk dance of the region. The next stop is the community of Skanstull, located just outside of Stockholm. Skanstull may be the epitome of a modern version of ancient Sweden. Many rural Swedes are descendants of the Vikings, one of the most powerful of the white races ever. The Vikings are responsible for many modern day sporting activities, such as hammer throwing and wrestling.",English,United States,N/A,6.3,76,tt1623306,N/A
Salt Lake Diversions,1943,Approved,9 min,"Documentary, Short",N/A,N/A,"James A. FitzPatrick, Friedl Pfeifer, Virginia Guernsey Huidekoper","About an hour's drive from Salt Lake City, Utah is the ski resort of Alta, a former mining town, nestled within the Wasatch Mountains. Skiing and other winter alpine pursuits take place well into mid-spring. The relatively new ski lift is one of the longest in the western US. Some ride the lift not to ski down but to glance at the view from the 1,500 foot summit. Being the end of May, people at nearby Salt Lake are instead enjoying more summerly pursuits, such as boating. Behind only the Dead Sea, it ranks second among all large inland lakes for the saline content at 27%, the buoyancy from which makes it almost impossible to sink in. On shore at Black Rock Beach of the Bonneville Salt Flats is the site of many attempts of land speed records, most records held by Ab Jenkins. Another popular activity in the lake itself is the crystallization of salt around wire forms, the process which requires relatively still water and takes about two hours.",English,United States,N/A,6.4,53,tt1623308,N/A
Scenic Oregon,1943,Approved,9 min,"Documentary, Short",N/A,N/A,James A. FitzPatrick,"This travelogue begins along the mighty Columbia River, which snakes it way through much of the state of Oregon's northern border and which eventually empties into the Pacific Ocean at Portland. The river passes through three dams, including Bonneville Dam, forty miles east of Portland and where fish ladders are provided for salmon returning to their spawning grounds. Further upriver, the salmon have a more difficult task of making it up Celilo Falls, a spot where many native fishermen await. A sight of a more man-made nature can be found just outside of Bend where Rasmus Petersen has constructed a miniature village composed primarily of volcanic rock, semi-precious stone and petrified wood. At Crater Lake National Park, bears are now considered somewhat of a menace, but are still a sight for visitors, who should keep at a safe distance. Crater Lake itself used to be the top of a mountain until the walls of the mountain collapsed. It is now a self contained body of water with no outlet.",English,United States,N/A,6.4,52,tt1623309,N/A
XxxHolic,2022,N/A,120 min,"Adventure, Drama, Fantasy",Mika Ninagawa,"Erika Yoshida, Mokona Apapa, Satsuki Igarashi","Ryunosuke Kamiki, Kô Shibasaki, Hokuto Matsumura","Watanuki has a special ability to see ayakashi. One day, he is led by a butterfly to a mysterious store. There, he meets the owner of the store Yuuko. She tells him that she will grant him a wish for his most precious thing.",Japanese,Japan,1 win,4.8,236,tt16233104,N/A
Singapore and Jahore,1938,N/A,9 min,"Documentary, Short",N/A,N/A,James A. FitzPatrick,"A visit to Singapore, an essential port city in Britain's empire, established in 1813 when Raffles negotiated its separation from the independent Malay state of Jahor. The camera observes Singapore's traditional neighborhoods, trade, and small craft, which are dominated by people of Chinese ancestry. Then, we drive the modern causeway to Jahor's small capital, Johor Bahru, for a look at imposing buildings and a visit to the grounds of the sultan. The sultan's son invites the crew in, and we meet the sultan, ""H.H."" himself. The narrator relates the sultan's commitment to commerce, economic well-being, and tolerance, stemming in part from his European education.",English,United States,N/A,6.3,96,tt1623312,N/A
Sitka and Juneau: 'A Tale of Two Cities',1940,N/A,9 min,"Documentary, Short",N/A,N/A,James A. FitzPatrick,"Sitka, established just over a century ago, was the capital of what was then called New Russia, but what is now better known as Alaska. Many remnants of Russian culture and rule remain, which is interspersed with more western and ...",English,United States,N/A,6.5,52,tt1623313,N/A
Switzerland the Beautiful,1934,Approved,8 min,"Documentary, Short",Ruth FitzPatrick,N/A,James A. FitzPatrick,"Four million ethnic French, German and Italian people live in the European country of Switzerland - the oldest existing republic in the world - which is known for its friendly nature, neutrality and spectacular scenery. The Alps form a large part of that scenery, but the Alps also played an important part in the country's history by stopping invading Roman armies. An abundance of vividly colored alpine wildflowers cover the mountain meadows in the spring. The mountain pastures are seen as community property, available for all farmers to use for animal grazing. In size contrast to the tiny wildflowers, the rushing mountain streams are fed by melting snows. Alpine chalets are colorfully and intricately painted, especially around the windows. Switzerland is known for the manufacture of fine watches and clocks, but they also are known for the manufacture of more traditional items: wood carvings. Some of the main cities are Lucerne, a tourist mecca renowned for its covered wooden bridges and lion monument; Interlaken, a resort town; and Geneva, a center of international finance, the headquarters of the League of Nations and the city where the Red Cross was founded, its name and logo taken from a ""reversal"" of the Swiss national flag.",English,United States,N/A,6.9,63,tt1623316,N/A
Sydney: 'Pride of Australia',1938,N/A,9 min,"Documentary, Short",N/A,N/A,"James A. FitzPatrick, Bertram Stevens","A Technicolor travelogue of Sydney, Australia and its harbor. Part of MGM's ""FitzPatrick Traveltalk"" series.",English,United States,N/A,6.5,53,tt1623317,N/A
With Friends like These,2021,N/A,16 min,Short,"Keegan Ledesma, Kevin Mejia","Kevin Mejia, Jacob Spiers","Giovanni Accettola, Kaleigh Macchio, Dvonte Robinson","A rebellious friend of a distant couple, visits for lunch after just winning big on a lottery ticket.",English,United States,N/A,N/A,9,tt16233200,N/A
X to the X,2022,N/A,50 min,"Biography, Drama",Daniel Gray Longino,"Mike Isaac, Brian Koppelman, David Levien","Joseph Gordon-Levitt, Kyle Chandler, Kerry Bishé",Uber engineers develop new technology to help skirt their legal problems while working towards slaying the biggest giant yet: New York. Travis rewards the team for their hard work with a blowout in Las Vegas.,N/A,N/A,N/A,7.4,215,tt16233306,N/A
Boober,2022,TV-MA,66 min,"Biography, Drama",John Dahl,"Mike Isaac, Brian Koppelman, David Levien","Joseph Gordon-Levitt, Kyle Chandler, Kerry Bishé",The boardroom becomes a battle zone. The team attends one of the biggest events in the Valley to interact with tech legends. Travis gains an ally. He is ecstatic but an announcement derails his plans. Austin deals with a personal ...,English,United States,N/A,7.8,259,tt16233308,N/A
Same Last Name,2022,TV-MA,58 min,"Biography, Drama",Zetna Fuentes,"Mike Isaac, Brian Koppelman, David Levien","Joseph Gordon-Levitt, Kyle Chandler, Kerry Bishé","Gurley presents Travis with an ultimatum that will change the course of the company. Travis searches the city for supporters to rally in his defense. The two men go head-to-head in a final, last-ditch battle for Uber. Season finale.",English,United States,N/A,7.6,249,tt16233328,N/A
Valiant Venezuela,1939,N/A,9 min,"Documentary, Short",N/A,N/A,James A. FitzPatrick,"Venezuela was one of the first countries in South America to break away from its Spanish colonial rule, and in spite of it remains one of the most developed countries on the continent. Much of this history is due to the great South American liberator, Simón Bolivar, with many monuments and historic sites dedicated to his memory. The country's Spanish heritage is evident in its culture and in its peoples. This travelogue of Venezuela begins in the port city of La Guaira, one of the stops on Christopher Columbus' new world route. From there, the trip goes on land by motor car over the mountains to the cosmopolitan city of Caracas, capital of the country. From there, the journey heads to the countryside to present the country's vast resources and agriculture, with sugar cane being one of the main crops. The country is dotted with lakes, with Lake Valencia being one of the most well known.",English,United States,N/A,6.6,43,tt1623335,N/A
War,2022,TV-MA,61 min,"Biography, Drama",Daniel Gray Longino,"Mike Isaac, Brian Koppelman, David Levien","Joseph Gordon-Levitt, Kyle Chandler, Kerry Bishé","Gurley sends a reluctant Travis and Emil on a roadshow to raise money, but Travis has other ideas. With Lyft gaining momentum, Travis wages war and won't back down. Gurley gives an enlightening interview.",English,United States,N/A,7.7,294,tt16233376,N/A
The Charm Offensive,2022,TV-MA,60 min,"Biography, Drama",John Dahl,"Mike Isaac, Brian Koppelman, David Levien","Joseph Gordon-Levitt, Kyle Chandler, Kerry Bishé","Travis finds himself on trial at Apple HQ, fighting for Uber's very existence. Arianna and Bill disagree on how best to steer Travis in the right direction. Emil has an illuminating conversation.",English,United States,N/A,7.5,279,tt16233382,N/A
Voices of Venice,1951,N/A,8 min,"Documentary, Short",James A. FitzPatrick,N/A,James A. FitzPatrick,"With the bells of the campanile clanging in the background, people are congregating in St. Mark's Square in Venice. Some Venetians reminisce about their history with the piazza and the city as a whole: watching the little iron man strike the bell of the clock in the campanile, which was built in 1912, after the original crashed to the ground in 1902 from an earthquake; having a funeral procession through an adjacent canal for a grandmother on the day of the original campanile falling; seeing trees for the first time, which are scarce in the built-up area of the city; crossing some of the four hundred bridges in the city, the largest being the Rialto; working hard as a gondolier, a job made more lighthearted with a serenade; and living without automobile traffic. And today, some are making their own memories, one being a small child whose pants just won't stay up.","English, Italian",United States,N/A,5.3,84,tt1623339,N/A
Night Ride,2022,N/A,9 min,"Short, Comedy","Michael Kruger, Casey Crocker","Casey Crocker, Hunter Jarman, Michael Kruger","Sydney Beauchcene, Hunter Jarman, Leeah Jones","A lonely driver takes a mysterious couple home, but when the female mysteriously dies in the backseat, the driver and boyfriend must figure out how to get out of their situation.",English,United States,N/A,N/A,73,tt16233390,N/A
Delete Uber,2022,TV-MA,58 min,"Biography, Drama",Zetna Fuentes,"Mike Isaac, Brian Koppelman, David Levien","Joseph Gordon-Levitt, Kyle Chandler, Kerry Bishé","A new development leaves Travis and the rest of the team scrambling for solutions. When his other allies turn their backs, Travis leans on Emil to restore his faith. The Uber team hires someone big to rein in their toxic culture p...",English,United States,N/A,7.3,250,tt16233396,N/A
XPW: Cold Day in Hell,2008,N/A,N/A,Sport,N/A,N/A,"Phil Lander, Terry Brunk, Alana Evans, Jardi Frantz",N/A,English,USA,N/A,N/A,N/A,tt1623342,N/A
Ratavoloira,2021,N/A,13 min,"Short, Action, Adventure",Giulio Maria Cavallini,"Giulio Maria Cavallini, Riccardo Livermore","Giulio Maria Cavallini, Michele Di Mauro, Olivia Manescalchi","For days, Turin's citizens have been saying they hear voices and shouts coming from the statues in town. Many people suffer from insomnia and gather unconsciously near the statues. The police are completely in the dark. A crime wa...","Italian, Spanish",Italy,10 wins & 4 nominations,N/A,7,tt16233428,N/A
Zion: Canyon of Colour,1934,Approved,8 min,"Documentary, Short",N/A,N/A,James A. FitzPatrick,"Dedicated as a park in 1919, Zion National Park, located in Utah, is considered one of the most spectacular naturally formed canyons and one of the most precious scenic possessions of the United States government. The colorful and stratified cliff walls of the canyon were once under the sea, and geologic upheaval and other natural forces created what is present today. One of the most renowned natural sites in the park is the seven hundred foot long Arch of Zion. To provide human access to the park, man made structures are just as spectacular in their engineering accomplishments. These include the Mount Carmel Highway and Tunnel, and Zion Lodge, where young female college students of Mormon faith welcome guests to the park. Contrasting with the huge canyon walls are some of the small alpine plants indigenous to the area, such as the Zion lily.",English,United States,N/A,6.2,110,tt1623343,N/A
Episode #1.1,1989,N/A,N/A,"Drama, History, Romance",N/A,N/A,"James Wilby, Xavier Deluc, Serena Gordon",The similarity of a dissolute English lawyer to an exile from revolutionary France proves useful.,English,N/A,N/A,N/A,8,tt1623346,N/A
Nolly,2023–2024,N/A,N/A,"Biography, Drama",N/A,Russell T. Davies,"Helena Bonham Carter, Con O'Neill, Augustus Prew","Exploring the reign, and fall from grace, of the inimitable British soap star, Noele Gordon.",English,United Kingdom,Nominated for 3 BAFTA 2 wins & 6 nominations total,7.3,"2,852",tt16233462,N/A
Episode #1.2,1989,N/A,188 min,"Drama, History, Romance",N/A,N/A,"James Wilby, Xavier Deluc, Serena Gordon, John Mills",N/A,N/A,N/A,N/A,N/A,N/A,tt1623347,N/A
The Hunteress,2023,N/A,72 min,Thriller,Martín Duplaquet,"Valeria Hofmann, Antonio Luco","Natalia Reddersen, Willy Semler, Felipe Valenzuela","Psychological thriller where the character's strength, submerged in the landscape's majesty, leads us through a tense, bleak and chilling path.",Spanish,Chile,5 nominations,N/A,33,tt16233476,N/A
Everything Wrong With Non-Stop In 12 Minutes Or Less,2015,N/A,13 min,Comedy,N/A,N/A,Jeremy Scott,"It's like Taken, on a plane. Brilliant. In honor of the upcoming Taken 3, we decided to go looking for sins in the hijacked-airliner thriller, Non-Stop.",N/A,N/A,N/A,N/A,N/A,tt16233492,N/A
Univer. 10 let spustya,2021,N/A,N/A,"Comedy, Drama, Romance",N/A,N/A,"Ararat Keshchyan, Stanislav Yarushin, Aleksandr Martynov","The plot revolves around the relationship between Anton and Kristina, Masha and Valya, Maykl and Varya, as well as the difficult story of Yana.",Russian,Russia,N/A,N/A,129,tt16233524,N/A
Must Be ARASHI!,2010–,N/A,54 min,Talk-Show,N/A,N/A,"Arashi, Alberto Lazzaris, Kazunari Ninomiya",N/A,Japanese,Japan,N/A,8.3,33,tt1623353,N/A
Episode #1.1,1999,TV-14,49 min,"Drama, History",David Caffrey,"Harriet O'Carroll, Stella Tillyard","Alun Armstrong, Ben Daniels, Richard Dempsey","Lady Caroline Lennox is the daughter of the Duke and Duchess of Richmond and a direct descendant of King Charles II. Her parents despair at the fact that although she is now in her third season, she has yet to accept one of the ma...",N/A,N/A,N/A,N/A,35,tt1623354,N/A
Episode #1.2,1999,TV-14,49 min,"Drama, History",David Caffrey,"Harriet O'Carroll, Stella Tillyard","Alun Armstrong, Carl Brennan, Ben Daniels","Happily married to Lord Kildare, Lady Emily makes a point of visiting her sister Lady Caroline who had only recently given birth to Stephen, who they call Ste. Living in Ireland, Emily is happily married and her lustful relationsh...",N/A,N/A,N/A,N/A,34,tt1623355,N/A
Episode #1.3,1999,TV-PG,49 min,"Drama, History",David Caffrey,"Harriet O'Carroll, Stella Tillyard","Alun Armstrong, Tom Beard, Cecil Bell","Having arranged for Louise to marry someone locally, Lady Emily feels she has little choice but to send Lady Sarah to London for her launch into society and her first season. Her presentation at court is a success in many ways. Ki...",N/A,N/A,N/A,N/A,29,tt1623356,N/A
Episode #1.4,1999,N/A,N/A,"Drama, History",N/A,N/A,"Serena Gordon, Alun Armstrong, Geraldine Somerville, Ben Daniels","William Ogilvie arrives in Ireland to act as teacher for Emily's children. Sarah has developed a reputation while staying in Paris and both scandal and gossip ensue. Lady Caroline does her best to ensure that Emily hears nothing of it. Sarah is unhappy however and feels guilty over her behavior but it doesn't prevent her from having an affair with William Gordon with whom she has fallen deeply in love. She becomes pregnant by him and confides in Caroline whose advice is that she tell no one. Sarah's husband is willing to put her indiscretion in the past provided she gives up her lover. She doesn't do so and runs off with Gordon. The youngest of the Lennox sisters, Cecelia, goes to England to help Sarah with her child but she is not well. Sarah's indiscretions lead to a wedge being driven through the family, thereby tainting Cecelia's reputation and whose health takes a turn for the worse.",N/A,N/A,N/A,7.6,5,tt1623357,N/A
Episode #1.5,1999,TV-14,49 min,"Drama, History",David Caffrey,"Harriet O'Carroll, Stella Tillyard","George Anton, Alun Armstrong, Tom Beard","Louisa tries to make things right acting as an intermediary between Sarah and the rest of the family. Their brother, the Duke of Richmond, offers Sarah a home and his protection but only on the condition that she leaves William Go...",N/A,N/A,N/A,N/A,24,tt1623358,N/A
