title,year,rated,runtime,genre,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes,imdb_id,metascore
Di mamma non ce n'è una sola,1974,N/A,102 min,Comedy,Alfredo Giannetti,"Alfredo Giannetti, Ugo Liberatore","Senta Berger, Lino Capolicchio, Sonia Petrovna","Marcello, the scion of a noble and rich family, is morbidly obsessed with his mother, Countess Elisabetta di Tarcento. When she dies, things go haywire as people around him reveal their true identity and he gets a new motherly companion.",Italian,Italy,N/A,4.7,36,tt0138398,N/A
Dillinger in Paradise,1999,N/A,25 min,"Short, Comedy, Crime",John Henry Richardson,John Henry Richardson,"Maria Conchita Alonso, Angie Everhart, John Content, Neil Delama","A gang of modern-day bank robbers (the Johnny Hill Gang) who pattern their robberies after the exploits of the notorious John Dillinger. When the gang discovers that the legendary outlaw-who was reported to have been gunned down by the FBI in 1934-is still alive, they go on a cross country quest to find the real Dillinger...",English,USA,N/A,5.8,6,tt0138401,N/A
Dimensional Warrior Spielvan,1986–,N/A,30 min,"Action, Sci-Fi",N/A,N/A,"Hiroshi Watari, Jun Takanomaki, Naomi Morinaga",N/A,Japanese,Japan,N/A,7.8,118,tt0138402,N/A
The Dirk Diggler Story,1988,Not Rated,32 min,"Short, Biography, Drama",Paul Thomas Anderson,Paul Thomas Anderson,"Michael Stein, Robert Ridgely, Eddie Delcore","PTA's rough draft of his masterpiece Boogie Nights. This film tells the story of Dirk Diggler. A famous porn star from America who makes it big amongst the industry and amongst the mainstream in the late 1970s. However, Dirk Diggler soon will meet his unfortunate downfall.",English,United States,N/A,6.0,"1,202",tt0138403,N/A
Docteur Laennec,1949,N/A,95 min,"Biography, Drama",Maurice Cloche,"Jean Bernard-Luc, Maurice Cloche","Pierre Blanchar, Saturnin Fabre, Mireille Perrey","Paris 1810. Breton doctor René Laennec fights tooth and nail against consumption, all the more desperately as his brother Michaud has just died of it. He is supported in his research work by his senior partner and friend, Doctor Bayle, but this one dies before they are able to diagnose and defeat the ""enemy"". One day, after observing a children's toy, Laennec discovers the principle of the transmission of sound through wood and applies it to a major medical instrument of his invention, the stethoscope. On the other hand, he wins a first victory over consumption by saving Jacquemine, a childhood friend, who soon becomes his wife. Nevertheless Laennec is the laughing stock of many a fellow-colleague, especially famed Doctor Broussais. But , remaining undeterred, Laennec goes on with his research. He works hard, too hard, until he too gets struck by the ""enemy"".",French,France,N/A,6.2,23,tt0138405,N/A
"Dr. Martin Luther King, Jr.: A Historical Perspective",1994,Not Rated,52 min,"Documentary, Biography, History",Thomas Friedman,Thomas Friedman,"Arthur Burghardt, Martin Luther King",This documentary brings out the life of Dr. Martin Luther King Jr. and his importance to the conquest of rights for the Black People in the US in the 50s and 60s.,N/A,United States,N/A,7.6,72,tt0138407,N/A
Drainiac!,2000,R,81 min,"Horror, Comedy",Brett Piper,Brett Piper,"Georgia Hatzis, Alexandra Boylan, Ethan Krasnoo, Samara Doucette","Below the crumbling foundation and within rusting pipes of this deserted house dwells some thing that is about to be unleashed - when a group of friends set out to renovate an old home, they encounter a water demon made flesh.",English,USA,N/A,4.6,248,tt0138408,N/A
The Dry Season,1998,N/A,75 min,Comedy,Brian Blotner,Brian Blotner,"Josh Frager, Charles Chintala, Jillian Griffiths","Spencer Keating, a 24 year old florist, hasn't been with a woman for 350 days. If approaching that ego-smashing year mark isn't bad enough, he has to deal with his overbearing, over-sexed best friend, a business deal headed down the gutter, and the all-too-familiar problems of living the single life.",English,United States,N/A,6.4,9,tt0138410,N/A
Dushmun,1971,Not Rated,177 min,Drama,Dulal Guha,Virendra Sinha,"Meena Kumari, Mumtaz Askari, Rajesh Khanna","Surjit Singh earns his living driving a truck, most of the time while consuming alcohol. One night he stops at Courtesan Chamelibai's, drinks, goes to bed with her, and gets up behind schedule, so he rushes out, drives his truck and accidentally kills a farmer named Ram Din. He is arrested by the police, charged, and brought before the courts. The Judge finds him guilty and sentences him the maximum time under the Indian Penal Code for 100 years - with a difference, he is not to spend time in jail but must labor to look after the surviving family members of Ram Din, which include his widow, Malti; his sister, Kamla; two young sons; a crippled father Ganga Din and his blind wife. A horrified Surjit attempts to convince the Judge to change his ruling, but in vain and he is transported to his new penitentiary where he meets with hostile villagers who would rather kill him than let him toil on their sacred land. But with police protection, he is permitted to go to Ganga Din's house, where he faces even more hostility, not fed, and given a new name ""Dushmun"" (Enemy). That night Surjit plans to escape from the clutches of this destitute family, but he is apprehended and brought back to serve his time. Surjit must now come to terms with the fate that he has created for himself and this poor family - to work for their livelihood and live under their ever unforgiving eyes for the rest of his life.",Hindi,India,1 win & 2 nominations,7.4,245,tt0138411,N/A
The Enemy,1980,N/A,133 min,Drama,Zeki Ökten,Yilmaz Güney,"Aytaç Arman, Güngör Bayrak, Güven Sengil","Ismail is out of work despite am obvious willingness to do almost anything to earn enough to provide for his family. He is too well educated for the jobs he hopes to find, but not well enough connected to find the work he is capable of doing. He joins the labour market (much like the colonial slave markets of the 18th century) daily, only to return to his beloved and beautiful wife demoralized and without money. His wife, her mother, and their baby are totally dependent on him, so he submits to two humiliating tasks: poisoning the local stray dogs and begging his father for part of his inheritance.",Turkish,Turkey,11 wins & 2 nominations,7.0,318,tt0138412,N/A
Edge of Seventeen,1998,TV-MA,99 min,"Comedy, Drama, Romance",David Moreton,Todd Stephens,"Chris Stafford, Tina Holmes, Andersen Gabrych",A teenager copes with his sexuality on the last day of school in 1984. It shows him coping with being gay and being with friends.,English,United States,5 wins & 2 nominations total,6.8,"7,302",tt0138414,67
Elämän maantiellä,1927,N/A,83 min,"Drama, Romance","Ragnar Hartwall, Kurt Jäger",Ragnar Hartwall,"Waldemar Wohlström, Halvar Lindholm, Vivan Cravelin",N/A,None,Finland,N/A,6.1,26,tt0138418,N/A
